2,   675
2,   674
2,   675
2,   675
2,   675
2,   675
2,   676
2,   677
2,   677
2,   694
2,   687
2,   680
2,   675
2,   674
2,   676
2,   681
2,   686
2,   690
2,   692
2,   690
2,   682
2,   669
2,   657
2,   649
2,   645
2,   647
2,   654
2,   666
2,   678
2,   689
2,   695
2,   697
2,   695
2,   689
2,   681
2,   675
2,   671
2,   670
2,   674
2,   683
2,   694
2,   705
2,   716
2,   725
2,   729
2,   728
2,   722
2,   712
2,   701
2,   687
2,   670
2,   651
2,   635
2,   622
2,   612
2,   605
2,   606
2,   615
2,   628
2,   671
2,   685
2,   700
2,   715
2,   724
2,   726
2,   720
2,   711
2,   701
2,   695
2,   692
2,   692
2,   695
2,   699
2,   701
2,   701
2,   697
2,   690
2,   679
2,   666
2,   652
2,   637
2,   623
2,   613
2,   607
2,   605
2,   605
2,   611
2,   621
2,   632
2,   640
2,   649
1,  1.53,35.37,    0
2,   661
2,   674
2,   685
2,   693
2,   696
2,   696
2,   696
2,   697
2,   696
2,   695
2,   695
2,   699
2,   703
2,   704
2,   701
2,   696
2,   690
2,   684
2,   663
2,   681
2,   697
2,   704
2,   707
2,   705
2,   702
2,   696
2,   692
2,   690
2,   691
2,   696
2,   702
2,   706
2,   707
2,   709
2,   708
2,   706
2,   699
2,   686
2,   670
2,   656
2,   648
2,   644
2,   642
2,   642
2,   648
2,   658
2,   670
2,   679
2,   685
2,   691
2,   696
2,   699
2,   695
2,   683
2,   667
2,   655
2,   647
2,   645
2,   652
2,   667
2,   684
2,   700
2,   715
2,   724
2,   726
2,   725
2,   721
2,   716
2,   689
2,   685
2,   681
2,   679
2,   680
2,   681
2,   685
2,   693
2,   700
2,   706
2,   711
2,   715
2,   716
2,   713
2,   705
2,   691
2,   672
2,   654
2,   642
2,   636
2,   635
2,   634
2,   633
2,   634
2,   637
2,   640
2,   643
2,   646
2,   652
2,   657
2,   656
2,   651
2,   650
2,   657
2,   667
2,   675
2,   683
2,   695
2,   710
2,   719
2,   718
2,   708
2,   699
2,   692
2,   684
2,   674
2,   669
2,   669
2,   674
2,   684
2,   699
2,   689
2,   676
2,   667
2,   662
2,   659
2,   659
2,   661
2,   661
2,   663
2,   667
2,   671
2,   673
2,   672
2,   669
2,   665
2,   661
2,   655
2,   654
2,   659
2,   668
2,   677
2,   686
2,   694
2,   700
2,   706
2,   710
2,   709
2,   708
2,   707
2,   706
2,   699
2,   689
2,   675
2,   661
2,   649
2,   642
2,   641
2,   647
2,   656
2,   666
2,   669
2,   665
2,   653
2,   635
2,   615
2,   598
2,   593
2,   598
2,   611
2,   682
2,   678
2,   674
2,   665
2,   655
2,   650
2,   654
2,   662
2,   667
2,   665
2,   659
2,   659
2,   670
2,   683
2,   688
2,   687
2,   689
2,   695
2,   701
1,  1.33,35.39,   99
2,   702
2,   695
2,   688
2,   686
2,   688
2,   691
2,   694
2,   697
2,   697
2,   699
2,   704
2,   705
2,   696
2,   684
2,   675
2,   664
2,   650
2,   638
2,   631
2,   627
2,   626
2,   624
2,   617
2,   612
2,   614
2,   620
2,   629
2,   641
2,   652
2,   663
2,   676
2,   660
2,   669
2,   681
2,   690
2,   699
2,   701
2,   701
2,   699
2,   698
2,   694
2,   690
2,   688
2,   690
2,   691
2,   688
2,   683
2,   680
2,   684
2,   691
2,   699
2,   705
2,   706
2,   705
2,   702
2,   694
2,   679
2,   661
2,   642
2,   623
2,   604
2,   594
2,   597
2,   606
2,   613
2,   621
2,   632
2,   645
2,   660
2,   672
2,   675
2,   677
2,   685
2,   695
2,   700
2,   699
2,   697
2,   698
2,   702
2,   706
2,   704
2,   668
2,   656
2,   650
2,   649
2,   654
2,   657
2,   659
2,   666
2,   675
2,   680
2,   678
2,   674
2,   672
2,   676
2,   683
2,   687
2,   691
2,   697
2,   705
2,   704
2,   695
2,   686
2,   682
2,   686
2,   693
2,   696
2,   695
2,   696
2,   697
2,   692
2,   680
2,   669
2,   657
2,   648
2,   641
2,   634
2,   625
2,   620
2,   618
2,   620
2,   624
2,   628
2,   632
2,   639
2,   650
2,   660
2,   668
2,   676
2,   685
2,   693
2,   632
2,   628
2,   630
2,   632
2,   632
2,   633
2,   638
2,   643
2,   641
2,   636
2,   640
2,   650
2,   658
2,   661
2,   660
2,   663
2,   670
2,   679
2,   688
2,   696
2,   705
2,   714
2,   717
2,   714
2,   710
2,   705
2,   703
2,   702
2,   698
2,   693
2,   692
2,   688
2,   680
2,   671
2,   662
2,   661
2,   668
2,   675
2,   681
2,   682
2,   677
2,   671
2,   666
2,   664
2,   661
2,   658
2,   662
2,   668
2,   671
2,   677
2,   672
2,   677
2,   688
2,   695
2,   690
2,   683
2,   685
2,   689
2,   686
2,   684
2,   689
2,   693
2,   694
2,   695
2,   692
2,   687
2,   682
2,   676
2,   669
2,   667
2,   669
2,   672
2,   675
2,   667
2,   651
2,   639
2,   639
2,   640
2,   633
2,   622
2,   617
2,   623
2,   633
2,   644
2,   658
2,   676
2,   696
2,   716
2,   724
2,   721
2,   714
2,   712
2,   708
2,   703
2,   697
2,   698
2,   703
2,   703
2,   696
2,   686
2,   653
2,   642
2,   637
2,   634
2,   628
2,   621
2,   620
2,   626
2,   637
2,   649
2,   659
2,   671
2,   685
2,   698
2,   705
2,   703
2,   700
2,   702
2,   705
2,   706
2,   701
2,   697
2,   698
2,   703
2,   705
2,   702
2,   696
2,   695
2,   704
2,   710
2,   706
2,   697
2,   687
2,   676
2,   666
2,   659
2,   656
2,   660
2,   667
2,   671
2,   672
2,   672
2,   675
2,   680
2,   684
2,   680
2,   671
2,   670
2,   680
2,   684
2,   684
2,   685
2,   690
2,   697
2,   702
2,   702
2,   702
2,   700
2,   697
2,   692
2,   686
2,   681
2,   682
2,   695
2,   711
2,   719
2,   716
2,   709
2,   704
2,   693
2,   676
2,   657
2,   645
2,   641
2,   640
2,   640
2,   637
2,   633
2,   633
2,   636
2,   636
2,   636
2,   642
