1,  0.01,32.27,  234
1,  0.01,32.25,  234
1,  0.01,32.25,  234
1,  0.00,32.25,  234
1,  0.01,32.25,  234
1,  0.01,32.25,  234
1,  0.01,32.25,  234
1,  0.01,32.25,  312
1,  0.01,32.25,  312
1,  0.01,32.25,  312
1,  0.01,32.25,  312
1,  0.01,32.25,  312
1,  0.01,32.25,  312
1,  0.00,32.25,  312
1,  0.01,32.25,  312
1,  0.01,32.25,  312
1,  0.01,32.25,  312
1,  0.01,32.24,  312
1,  0.01,32.21,  312
1,  0.01,32.25,  312
1,  0.01,32.27,  312
1,  0.01,32.31,  312
1,  0.01,32.31,  312
1,  0.01,32.27,  312
1,  0.01,32.27,  312
1,  0.01,32.27,  312
1,  0.01,32.27,  312
1,  0.01,32.27,  312
1,  0.01,32.31,  312
1,  0.01,32.31,  312
1,  0.00,32.27,  312
1,  0.01,32.27,  312
1,  0.01,32.31,  312
1,  0.01,32.31,  312
1,  0.01,32.31,  312
1,  0.01,32.31,  312
1,  0.01,32.33,  312
1,  0.01,32.33,  312
1,  0.01,32.33,  312
1,  0.00,32.33,  312
1,  0.01,32.33,  312
1,  0.01,32.31,  312
1,  0.01,32.31,  312
1,  0.00,32.33,  312
1,  0.01,32.33,  312
1,  0.01,32.33,  312
1,  0.01,32.33,  312
1,  0.01,32.31,  312
1,  0.01,32.32,  312
1,  0.01,32.33,  312
1,  0.01,32.33,  312
1,  0.01,32.33,  312
1,  0.01,32.33,  312
1,  0.01,32.33,  312
1,  0.01,32.33,  312
1,  0.01,32.33,  312
1,  0.01,32.33,  312
1,  0.01,32.31,  312
1,  0.00,32.31,  312
1,  0.01,32.33,  312
1,  0.01,32.33,  312
1,  0.00,32.33,  312
1,  0.01,32.33,  312
1,  0.02,32.31,  312
1,  0.02,32.31,  303
1,  0.02,32.35,  303
1,  0.02,32.34,  303
1,  0.02,32.33,  303
1,  0.02,32.33,  303
1,  0.02,32.33,  303
1,  0.02,32.31,  303
1,  0.51,32.31,  303
1,  0.53,32.35,  303
1,  0.54,32.35,  303
1,  0.57,32.33,  303
1,  0.60,32.33,  303
1,  0.60,32.33,  303
1,  0.61,32.33,  303
1,  0.64,32.31,  303
1,  0.70,32.33,  303
1,  0.72,32.35,  303
1,  0.67,32.35,  303
1,  0.67,32.35,  303
1,  0.66,32.33,  303
1,  0.69,32.33,  123
1,  0.73,32.35,  123
1,  0.73,32.35,  123
1,  0.72,32.33,  123
1,  0.77,32.33,  123
1,  0.75,32.33,  123
1,  0.78,32.33,  123
1,  0.83,32.31,  123
1,  0.87,32.31,  123
1,  0.94,32.33,  123
1,  0.98,32.33,  123
1,  1.12,32.31,  123
1,  1.06,32.31,  123
1,  1.08,32.31,  123
1,  1.13,32.31,  123
1,  1.23,32.31,  123
1,  1.14,32.31,  123
1,  1.12,32.31,  123
1,  1.16,32.29,  222
1,  1.11,32.27,  222
1,  1.13,32.25,  222
1,  1.10,32.27,  222
1,  1.10,32.25,  222
1,  1.08,32.25,  222
1,  1.11,32.27,  222
1,  1.06,32.27,  222
1,  1.08,32.25,  222
1,  1.11,32.25,  222
1,  1.09,32.27,  222
1,  1.06,32.27,  222
1,  1.09,32.27,  222
1,  1.03,32.27,  222
1,  1.05,32.27,  222
1,  1.02,32.30,  222
1,  1.07,32.31,  222
1,  1.07,32.31,  222
1,  1.03,32.31,  591
1,  1.01,32.27,  591
1,  1.00,32.27,  591
1,  1.00,32.27,  591
1,  0.98,32.27,  591
1,  1.10,32.31,  591
1,  0.99,32.31,  591
1,  1.02,32.33,  591
1,  0.97,32.33,  591
1,  0.97,32.33,  591
1,  1.00,32.33,  591
1,  0.98,32.33,  591
1,  1.00,32.33,  591
1,  1.01,32.33,  591
1,  0.98,32.33,  591
1,  0.95,32.33,  591
1,  0.98,32.33,  591
1,  0.97,32.33,  591
1,  0.96,32.33,  591
1,  0.99,32.33,  591
1,  0.93,32.31, 1029
1,  0.97,32.31, 1029
1,  0.95,32.33, 1029
1,  0.95,32.31, 1029
1,  0.96,32.31, 1029
1,  0.91,32.33, 1029
1,  0.93,32.33, 1029
1,  0.90,32.33, 1029
1,  0.87,32.33, 1029
1,  0.88,32.31, 1029
1,  0.85,32.31, 1029
1,  0.94,32.33, 1029
1,  0.87,32.33, 1029
1,  0.89,32.33, 1029
1,  0.88,32.33, 1029
1,  0.86,32.33, 1029
1,  0.97,32.33, 1029
1,  0.87,32.33, 1029
1,  0.92,32.33, 1029
1,  0.86,32.33, 1029
1,  0.90,32.31, 1494
1,  0.86,32.31, 1494
1,  0.90,32.33, 1494
1,  0.90,32.33, 1494
1,  0.95,32.33, 1494
1,  0.95,32.33, 1494
1,  0.87,32.33, 1494
1,  0.96,32.33, 1494
1,  0.88,32.33, 1494
1,  0.93,32.33, 1494
1,  0.88,32.33, 1494
1,  0.90,32.33, 1494
1,  0.89,32.33, 1494
1,  0.92,32.33, 1494
1,  0.94,32.39, 1494
1,  0.96,32.40, 1494
1,  0.91,32.41, 1494
1,  0.86,32.41, 1494
1,  0.91,32.41, 1494
1,  0.87,32.35, 1494
1,  0.97,32.33, 1890
1,  0.90,32.39, 1890
1,  0.90,32.39, 1890
1,  0.88,32.39, 1890
1,  0.87,32.39, 1890
1,  0.90,32.41, 1890
1,  0.92,32.41, 1890
1,  0.93,32.41, 1890
1,  0.87,32.41, 1890
1,  0.90,32.41, 1890
1,  0.83,32.41, 1890
1,  0.91,32.41, 1890
1,  0.87,32.41, 1890
1,  0.90,32.41, 1890
1,  0.92,32.41, 1890
1,  0.86,32.41, 1890
1,  0.89,32.41, 1890
1,  0.86,32.41, 1890
1,  0.95,32.41, 1890
1,  0.86,32.41, 1890
1,  0.89,32.41, 2157
1,  0.84,32.41, 2157
1,  0.88,32.41, 2157
1,  0.85,32.41, 2157
1,  0.96,32.41, 2157
1,  0.86,32.41, 2157
1,  0.88,32.41, 2157
1,  0.86,32.41, 2157
1,  0.86,32.41, 2157
1,  0.89,32.41, 2157
1,  0.85,32.41, 2157
1,  0.88,32.41, 2157
1,  0.95,32.41, 2157
1,  0.84,32.41, 2157
1,  0.90,32.41, 2157
1,  0.92,32.41, 2157
1,  0.88,32.41, 2157
1,  0.86,32.45, 2157
1,  0.85,32.45, 2157
1,  0.89,32.45, 2157
1,  0.86,32.45, 2223
1,  0.97,32.47, 2349
1,  1.43,32.47, 2349
1,  1.41,32.45, 2349
1,  1.37,32.45, 2349
1,  1.40,32.47, 2349
1,  1.31,32.47, 2349
1,  1.29,32.47, 2349
1,  1.25,32.45, 2349
1,  1.31,32.45, 2349
1,  1.21,32.45, 2349
1,  1.20,32.45, 2349
1,  1.20,32.45, 2349
1,  1.23,32.45, 2349
1,  1.21,32.47, 2349
1,  1.13,32.47, 2349
1,  1.14,32.47, 2349
1,  1.12,32.47, 2349
1,  1.13,32.45, 2349
1,  1.08,32.45, 2349
1,  1.07,32.45, 2910
1,  1.13,32.46, 2910
1,  1.08,32.47, 2910
1,  1.07,32.45, 2910
1,  1.02,32.45, 2910
1,  1.02,32.47, 2910
1,  1.01,32.47, 2910
1,  1.02,32.45, 2910
1,  1.03,32.45, 2910
1,  0.99,32.47, 2910
1,  1.01,32.47, 2910
1,  1.00,32.45, 2910
1,  0.99,32.45, 2910
1,  1.02,32.45, 2910
1,  1.02,32.45, 2910
1,  0.97,32.47, 2910
1,  0.98,32.47, 2910
1,  0.98,32.45, 2910
1,  0.96,32.47, 2910
1,  1.02,32.47, 2910
1,  0.99,32.45, 3591
1,  0.95,32.45, 3591
1,  0.95,32.45, 3591
1,  0.94,32.45, 3591
1,  0.94,32.41, 3591
1,  0.97,32.41, 3591
1,  0.99,32.45, 3591
1,  0.96,32.45, 3591
1,  0.97,32.45, 3591
1,  0.92,32.45, 3591
1,  0.92,32.47, 3591
1,  0.92,32.47, 3591
1,  0.91,32.47, 3591
1,  0.90,32.46, 3591
1,  0.91,32.45, 3591
1,  0.96,32.45, 3591
1,  0.91,32.47, 3591
1,  0.91,32.47, 3591
1,  0.91,32.47, 4344
1,  0.92,32.47, 4344
1,  0.90,32.47, 4344
1,  0.96,32.47, 4344
1,  0.97,32.47, 4344
1,  0.91,32.47, 4344
1,  0.90,32.47, 4344
1,  0.90,32.47, 4344
1,  0.90,32.47, 4344
1,  0.90,32.47, 4344
1,  0.90,32.47, 4344
1,  0.95,32.45, 4344
1,  0.90,32.46, 4344
1,  0.91,32.47, 4344
1,  0.90,32.47, 4344
1,  0.89,32.47, 4344
1,  0.89,32.47, 4344
1,  0.88,32.47, 4344
1,  0.88,32.45, 4344
1,  0.91,32.45, 4344
1,  0.92,32.47, 5100
1,  0.88,32.47, 5100
1,  0.88,32.47, 5100
1,  0.89,32.47, 5100
1,  0.91,32.45, 5100
1,  0.90,32.45, 5100
1,  0.90,32.47, 5100
1,  0.90,32.47, 5100
1,  0.89,32.47, 5100
1,  0.89,32.47, 5100
1,  0.92,32.47, 5100
1,  0.93,32.47, 5100
1,  0.89,32.47, 5100
1,  0.89,32.47, 5100
1,  0.89,32.47, 5100
1,  0.89,32.47, 5100
1,  0.89,32.47, 5100
1,  0.93,32.47, 5100
1,  0.89,32.47, 5100
1,  0.94,32.47, 5100
1,  0.95,32.47, 5718
1,  0.90,32.47, 5718
1,  0.88,32.47, 5718
1,  0.88,32.47, 5718
1,  0.95,32.47, 5718
1,  0.95,32.47, 5718
1,  0.90,32.47, 5718
1,  0.90,32.47, 5718
1,  0.89,32.47, 5718
1,  0.89,32.47, 5718
1,  0.91,32.47, 5718
1,  0.89,32.47, 5718
