2,   650
2,   651
2,   650
2,   650
2,   650
2,   651
2,   651
2,   651
2,   650
2,   651
2,   651
2,   651
2,   651
2,   652
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   652
2,   651
2,   651
2,   651
2,   651
1,  0.01,29.75,    0
2,   652
2,   652
2,   652
2,   652
2,   652
2,   651
2,   652
2,   651
2,   652
2,   652
2,   651
2,   650
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   652
2,   651
2,   651
2,   651
2,   652
2,   652
2,   651
2,   651
2,   651
2,   651
2,   652
2,   652
2,   650
2,   652
2,   652
2,   651
2,   650
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   652
2,   652
2,   652
2,   652
2,   652
2,   651
2,   650
2,   652
2,   652
2,   652
2,   650
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   653
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   651
2,   652
2,   652
2,   652
2,   652
2,   651
2,   652
2,   652
2,   652
2,   651
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   653
2,   652
2,   652
2,   652
2,   652
2,   652
2,   653
2,   653
2,   652
2,   652
2,   653
2,   652
2,   653
2,   653
2,   653
2,   653
2,   653
2,   653
2,   652
2,   652
2,   652
2,   653
2,   653
2,   653
2,   652
2,   652
2,   652
2,   653
2,   653
2,   652
2,   653
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   653
2,   652
2,   652
2,   652
2,   652
2,   652
2,   653
2,   653
2,   653
2,   652
2,   653
2,   653
2,   652
2,   652
2,   653
2,   653
2,   652
2,   653
2,   653
1,  0.01,29.71,    0
2,   653
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   651
2,   651
2,   651
2,   652
2,   652
2,   651
2,   650
2,   651
2,   652
2,   652
2,   651
2,   652
2,   652
2,   651
2,   652
2,   652
2,   651
2,   652
2,   652
2,   652
2,   652
2,   652
2,   651
2,   652
2,   652
2,   652
2,   652
2,   651
2,   652
2,   652
2,   652
2,   651
2,   652
2,   652
2,   652
2,   652
2,   653
2,   652
2,   652
2,   652
2,   652
2,   651
2,   652
2,   652
2,   651
2,   652
2,   652
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   650
2,   651
2,   652
2,   651
2,   651
2,   651
2,   652
2,   651
2,   651
2,   652
2,   651
2,   650
2,   651
2,   652
2,   652
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   653
2,   651
2,   651
2,   651
2,   652
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   651
2,   652
2,   651
2,   651
2,   651
2,   651
2,   652
2,   652
2,   652
2,   652
2,   652
2,   651
2,   653
2,   652
2,   652
2,   652
2,   653
2,   652
2,   652
2,   652
2,   652
2,   651
2,   652
2,   652
2,   652
2,   652
2,   652
2,   653
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   652
2,   653
