"id";"temperatureVal";"currentVal";"rpmVal";"receivedTime";"acc1Avg";"acc1Std";"acc2Avg";"acc2Std";"classification"
37867;29.43;0.9;3954;"2016-04-12 14:01:00";530.117647059;3.87878624043;621.058823529;1.21125060482;3
37868;29.43;0.89;3969;"2016-04-12 14:01:01";532.269230769;3.04526987951;619.153846154;8.26341477046;3
37869;29.51;0.91;3993;"2016-04-12 14:01:05";530.128947368;4.03102493789;620.289473684;4.44739956389;3
37870;29.51;0.9;3993;"2016-04-12 14:01:05";526.846153846;1.74735641409;619.538461538;1.36524918072;3
37871;29.51;0.87;3993;"2016-04-12 14:01:05";530.75;1.94186336629;620.125;5.4337870465;3
37872;29.51;0.89;4020;"2016-04-12 14:01:07";528.757763975;3.09833936189;620.341614907;3.49285977986;3
37873;29.55;0.88;4080;"2016-04-12 14:01:08";529.915384615;3.54321586955;620.223076923;11.7160411958;3
37874;29.57;0.88;4080;"2016-04-12 14:01:08";530.8;1.24899959968;618.65;1.42390308659;3
37875;29.55;0.92;4035;"2016-04-12 14:01:09";532.3;1.26885775404;619.1;1.13578166916;3
37876;29.55;0.91;4035;"2016-04-12 14:01:09";528.666666667;0.942809041582;618.333333333;0.471404520791;3
37877;29.57;0.96;4035;"2016-04-12 14:01:09";533.466666667;2.41844761963;617.666666667;0.86922698736;3
37878;29.57;0.91;4035;"2016-04-12 14:01:09";532.428571429;1.67819144635;615.0;0.755928946018;3
37879;29.57;0.86;4035;"2016-04-12 14:01:09";528.941176471;1.16167162695;619.470588235;4.08897581105;3
37880;29.57;0.92;3987;"2016-04-12 14:01:10";530.454545455;2.25080334603;621.636363636;2.20630201809;3
37881;29.55;0.85;3987;"2016-04-12 14:01:10";534.6875;1.48823511247;622.625;2.23257138744;3
37882;29.57;0.89;3987;"2016-04-12 14:01:10";529.0;0.925820099773;619.714285714;1.82946406784;3
37883;29.57;0.86;3987;"2016-04-12 14:01:10";525.875;3.45582238162;620.291666667;1.64517391853;3
37884;29.57;0.85;3987;"2016-04-12 14:01:10";531.1;1.3;622.6;0.8;3
37885;29.57;0.84;3981;"2016-04-12 14:01:11";531.0;1.06904496765;619.428571429;5.9005361223;3
37886;29.59;0.86;3981;"2016-04-12 14:01:11";528.347826087;1.63144895994;620.608695652;1.71284483509;3
37887;29.59;0.87;3981;"2016-04-12 14:01:11";532.571428571;1.29362644831;621.714285714;1.03015750728;3
37888;29.63;0.89;3981;"2016-04-12 14:01:11";536.923076923;1.38461538462;616.923076923;2.52560848606;3
37889;29.63;0.87;3831;"2016-04-12 14:01:13";531.633587786;3.6176119382;619.213740458;2.172020671;3
37890;29.63;0.88;3831;"2016-04-12 14:01:13";528.866666667;2.45944889943;616.933333333;13.2361457969;3
37891;29.63;0.89;3837;"2016-04-12 14:01:14";530.625;3.7728470682;617.8;12.6988188427;3
37892;29.63;0.85;3837;"2016-04-12 14:01:14";530.733333333;1.61107279648;618.6;0.879393730552;3
37893;29.63;0.86;3837;"2016-04-12 14:01:14";531.444444444;3.07117221357;616.111111111;1.16534316463;3
37894;29.65;0.94;3789;"2016-04-12 14:01:15";528.923076923;2.01767339209;620.769230769;0.799408065032;3
37895;29.65;0.88;3801;"2016-04-12 14:01:16";529.556701031;3.07959386854;619.216494845;10.7868063781;3
37896;29.71;0.89;3882;"2016-04-12 14:01:17";529.533333333;1.96185852927;620.8;1.45830952362;3
37897;29.75;0.9;3891;"2016-04-12 14:01:19";531.137681159;3.26641235845;616.898550725;11.2438645782;3
