,id,temperatureVal,currentVal,vibrationVal,rpmVal,receivedTime,accelerationAvg,accelerationDev,classifier
115,13740,31.85,0.62,0,3696,2016-04-09 15:45:29,650.5851851852,38.8690841987,2
116,13741,31.89,0.64,0,3696,2016-04-09 15:45:30,648.9583333333,6.4580645105,2
117,13742,31.89,0.62,0,3696,2016-04-09 15:45:30,648.5,7.604823031,2
118,13743,31.91,0.62,0,3696,2016-04-09 15:45:30,656.4166666667,15.8795378466,2
119,13744,31.87,0.62,0,3696,2016-04-09 15:45:30,658.75,12.1971649711,2
120,13745,31.88,0.61,0,3549,2016-04-09 15:45:30,658.875,20.0900317322,2
121,13746,31.89,0.61,0,3549,2016-04-09 15:45:30,651.0416666667,4.9956578368,2
122,13747,31.95,0.02,0,3549,2016-04-09 15:45:31,654.25,10.3047319228,2
123,13748,31.97,0.02,0,3303,2016-04-09 15:45:31,646.9375,12.527313908,2
124,13749,31.91,0.02,0,3303,2016-04-09 15:45:31,652.84375,8.4561714704,2
125,13750,31.91,0.02,0,3303,2016-04-09 15:45:31,659.9090909091,7.8754072001,2
126,13751,31.95,0.02,0,3303,2016-04-09 15:45:32,649.4571428571,7.7913609929,2
127,13752,31.97,0.02,0,2862,2016-04-09 15:45:32,652.6571428571,5.3875139093,2
128,13753,31.97,0.02,0,2862,2016-04-09 15:45:32,646.1428571429,10.6533505317,2
129,13754,31.95,0.02,0,2862,2016-04-09 15:45:33,648.203125,8.7806244217,2
130,13755,31.97,1.12,0,420,2016-04-09 15:46:42,633.9583333333,7.2599309378,2
131,13756,31.97,0.72,0,420,2016-04-09 15:46:42,647.8333333333,8.9590116022,2
132,13757,31.97,0.67,0,1005,2016-04-09 15:46:43,654.375,18.217497966,2
133,13758,31.97,0.66,0,1005,2016-04-09 15:46:43,650.3214285714,9.6494025405,2
134,13759,31.97,0.62,0,1611,2016-04-09 15:46:44,647.5,11.1046161573,2
135,13760,31.97,0.63,0,1611,2016-04-09 15:46:44,656.65625,11.3209136529,2
136,13761,31.97,0.67,0,1611,2016-04-09 15:46:44,646.5483870968,12.188939221,2
137,13762,31.99,0.63,0,2217,2016-04-09 15:46:45,664.8,14.1995305087,2
138,13763,31.99,0.63,0,2217,2016-04-09 15:46:45,634.4,11.8479252755,2
139,13764,31.99,0.67,0,2217,2016-04-09 15:46:45,656.8666666667,6.8883153883,2
140,13765,31.99,0.64,0,2217,2016-04-09 15:46:45,653.2,7.0823724839,2
141,13766,31.99,0.64,0,2217,2016-04-09 15:46:45,657.8,8.478993651,2
142,13767,31.99,0.64,0,2751,2016-04-09 15:46:45,659.7333333333,7.1876437184,2
143,13768,31.99,0.7,0,2751,2016-04-09 15:46:45,641.5333333333,13.012131092,2
144,13769,31.99,0.67,0,2751,2016-04-09 15:46:45,643.9230769231,3.6260073075,2
145,13770,31.99,0.66,0,2751,2016-04-09 15:46:46,656.8529411765,16.3960762037,2
146,13771,32.03,0.63,0,2751,2016-04-09 15:46:46,650.7941176471,12.2876777392,2
147,13772,31.99,0.67,0,2751,2016-04-09 15:46:46,650.6470588235,17.1941890884,2
148,13773,31.97,0.78,0,3072,2016-04-09 15:46:46,652.7647058824,37.8247186713,2
149,13774,31.95,0.85,0,3072,2016-04-09 15:46:47,640,55.2564270223,2
150,13775,31.97,0.78,0,3072,2016-04-09 15:46:47,663.6363636364,81.7382437777,2
151,13776,31.99,0.78,0,3150,2016-04-09 15:46:47,662.4545454545,76.2482353135,2
152,13777,31.99,0.78,0,3150,2016-04-09 15:46:47,640.5454545455,67.6015917461,2
153,13778,32,0.79,0,3150,2016-04-09 15:46:47,641.0454545455,65.6135222155,2
154,13779,32.03,0.8,0,3150,2016-04-09 15:46:47,656.3181818182,43.9497506081,2
155,13780,31.99,0.8,0,3150,2016-04-09 15:46:48,657.4268292683,37.434179793,2
156,13781,31.99,0.81,0,3150,2016-04-09 15:46:48,661.0602409639,53.4249500392,2
157,13782,31.99,0.81,0,3261,2016-04-09 15:46:49,662.925,33.5114812415,2
158,13783,32.05,0.81,0,3261,2016-04-09 15:46:49,662.1604938272,20.7712151193,2
159,13784,31.99,0.81,0,3390,2016-04-09 15:46:50,653.8895348837,44.0904791945,2
160,13785,32.03,0.9,0,3483,2016-04-09 15:46:51,656.4545454545,69.3666983716,2
161,13786,32.06,0.85,0,3612,2016-04-09 15:46:51,667.4181818182,41.6761064789,2
162,13787,32.09,0.86,0,3612,2016-04-09 15:46:52,663.1411042945,43.8835432213,2
163,13788,32.1,0.81,0,3810,2016-04-09 15:46:53,658.2891566265,26.7863164674,2
164,13789,32.11,0.81,0,3810,2016-04-09 15:46:54,657.3684210526,17.2114115336,2
165,13790,32.09,0.82,0,3810,2016-04-09 15:46:54,653.3684210526,25.342310214,2
166,13791,32.09,0.87,0,3810,2016-04-09 15:46:54,648.2368421053,49.7125602103,2
167,13792,32.09,0.85,0,3816,2016-04-09 15:46:54,669.7948717949,64.5748142883,2
168,13793,32.11,0.81,0,3816,2016-04-09 15:46:55,661.4210526316,29.4141315652,2
