current,temp,rpm,vibrAvg,vibrStd,classifier
0.77,34.17,2562,672.4615384615,17.1942091532,1
0.76,34.21,2901,673.3769230769,19.6634238292,1
0.8,34.21,2901,674.7076923077,18.1673613316,1
0.79,34.21,2901,673.6730769231,19.3143242518,1
0.8,34.23,2901,677.0538461538,15.1237518435,1
0.83,34.21,2985,674.4307692308,17.8115945218,1
0.85,34.24,2985,673.5692307692,22.3265755621,1
0.87,34.23,2985,673.6576923077,19.7383397532,1
0.79,34.22,2985,672.1692307692,18.6667695123,1
0.79,34.25,3012,675.3384615385,18.1233185305,1
0.79,34.21,3012,677.2923076923,17.2104378677,1
0.77,34.21,3012,673.9307692308,20.0444461756,1
0.78,34.23,3012,672.7538461538,19.8345314806,1
0.82,34.23,3009,671.2884615385,19.332253379,1
0.8,34.21,3009,676.7692307692,17.2782827056,1
0.81,34.23,3009,674.9076923077,17.4126153003,1
0.77,34.23,3009,675.0076923077,20.0533888001,1
0.91,34.23,3009,674.3461538462,22.5934679255,1
0.87,34.29,3009,675.7307692308,18.9697282984,1
0.87,34.25,3003,672.5,26.2888540289,1
0.83,34.25,3003,673.3461538462,23.1539036544,1
0.75,34.25,3003,671.9192307692,24.6932958705,1
0.77,34.25,3009,675.3423076923,19.2929375894,1
0.91,34.29,3009,673.25,22.1233213183,1
0.87,34.25,3009,670.9230769231,17.4376318896,1
0.96,34.23,3024,674.6384615385,24.0721683681,1
0.89,34.23,3024,670.5384615385,23.31891073,1
0.87,34.23,3024,671.8230769231,25.1949217669,1
0.95,34.25,3024,673.0153846154,25.6293055266,1
0.97,34.26,3024,672.9269230769,29.3945057359,1
0.87,34.25,3024,673.6692307692,27.2747808174,1
0.94,34.23,3024,671.0384615385,29.3657057561,1
0.9,34.25,3024,674.2384615385,24.1488346099,1
0.94,34.23,3024,672.2461538462,25.6027527181,1
0.9,34.25,3024,675.9615384615,30.1884857944,1
0.98,34.25,3024,671.3461538462,27.6752351219,1
0.9,34.25,3024,672.0076923077,28.4103166944,1
0.99,34.31,3024,673.6153846154,25.4101386838,1
0.97,34.29,3024,674.2538461538,30.0770322642,1
0.93,34.29,3024,672.6192307692,29.4777167369,1
0.86,34.31,3024,675.7461538462,32.2948701662,1
0.89,34.31,3024,672.5538461538,27.8371808747,1
0.88,34.31,3030,675.6192307692,25.9810066606,1
0.87,34.31,3030,671.5461538462,24.3803551241,1
0.9,34.29,3030,674.2730769231,29.6294819095,1
0.92,34.31,3021,677.3346153846,25.6898579555,1
0.9,34.3,3015,672.6846153846,24.4928669727,1
0.9,34.34,3015,674.3038461538,28.9660939823,1
0.96,34.33,3015,674.7307692308,25.6883057685,1
0.93,34.33,3015,674.5769230769,26.3534745584,1
0.9,34.33,3012,674.1076923077,27.37074411,1
0.94,34.33,3012,670.0884615385,27.6748264802,1
0.94,34.33,3012,669.0807692308,28.4647760633,1
0.91,34.33,3012,675.1,27.1345224335,1
0.89,34.31,3012,673.9769230769,29.2536560199,1
0.86,34.33,3006,675.7269230769,27.9489652718,1
0.88,34.33,3006,671.1615384615,24.3600567911,1
0.89,34.33,3006,669.8807692308,26.6690041813,1
0.86,34.33,3018,671.8730769231,26.6724296965,1
0.93,34.33,3018,674.1461538462,26.428600923,1
0.91,34.37,3018,675.8153846154,27.0463376208,1
0.93,34.33,3018,678.1192307692,23.9970594229,1
0.85,34.33,3018,672.4269230769,24.2424938057,1
0.86,34.33,3027,675.8769230769,26.3505992881,1
0.87,34.33,3027,672.1615384615,24.4226577796,1
0.86,34.33,3027,673.9961538462,28.1873536942,1
0.88,34.33,3027,673.5884615385,27.2073919102,1
0.85,34.34,3027,673.1461538462,24.8291427835,1
0.86,34.31,3027,674.0692307692,23.936675581,1
0.96,34.33,3027,677.6038461538,27.5834535235,1
0.91,34.31,3018,671.6730769231,23.1378154958,1
0.83,34.37,3018,677.6692307692,22.3513511763,1
0.85,34.37,3018,673.2769230769,28.6671925552,1
0.83,34.39,3018,675.5269230769,27.9872781221,1
0.91,34.39,3018,673.2076923077,32.5200993834,1
0.82,34.37,3018,672.9769230769,38.069160825,1
0.87,34.36,3018,672.8423076923,34.5508841374,1
0.85,34.33,3018,676.1730769231,36.2949038348,1
0.85,34.33,3027,672.1769230769,38.9316887706,1
0.85,34.33,3027,672.7846153846,36.858875273,1
0.89,34.31,3027,673.3653846154,33.3082507947,1
0.9,34.37,3027,674.7961538462,27.0292004601,1
0.82,34.37,3027,672.8423076923,24.1645428911,1
1.23,34.33,3042,673.9038461538,22.306656143,1
1.25,34.33,3042,673.8076923077,21.9471729926,1
0.89,34.37,3042,674.6961538462,22.6431341397,1
0.9,34.37,3042,672.3076923077,24.257067536,1
0.85,34.33,3048,670.8461538462,21.2184468142,1
0.85,34.33,3048,668.7692307692,24.304649274,1
0.77,34.37,3048,670.9730769231,24.1717262948,1
0.8,34.37,3048,677.7076923077,23.2506232022,1
0.9,34.37,3057,673.6038461538,23.2447013113,1
0.82,34.39,3057,673.3807692308,26.0794130307,1
0.83,34.37,3057,672.8846153846,20.502020394,1
0.8,34.39,3063,675.3730769231,19.0812847836,1
0.81,34.39,3063,674.0692307692,20.4945352797,1
0.76,34.43,3063,674.7,21.5927872573,1
0.8,34.43,3063,675.8115384615,25.4103072201,1
0.77,34.39,3063,675.2692307692,23.5882266792,1
0.83,34.39,3063,677.2307692308,17.1127655732,1
0.79,34.39,3063,666.5576923077,23.2465162498,1
0.79,34.4,3063,674.5269230769,21.6666006295,1
0.79,34.43,3063,680.2423076923,22.845781854,1
0.78,34.37,3063,673.6730769231,21.4828385478,1
0.8,34.43,3063,670.2730769231,20.9429271647,1
0.77,34.43,3042,680.2692307692,13.2431628,1
0.78,34.39,3042,677.1884615385,20.5549699572,1
0.79,34.39,3042,674.4884615385,21.206762835,1
0.81,34.45,3042,671.5923076923,21.6081167634,1
0.84,34.45,3033,673.5923076923,22.9035422702,1
0.83,34.39,3033,674.8307692308,22.6836567604,1
0.8,34.45,3015,671.8615384615,39.2389629452,1
0.86,34.45,3015,671.1576923077,30.5625798483,1
0.78,34.45,3015,677.2230769231,17.8654222903,1
0.83,34.45,3030,672.2538461538,23.1926087492,1
0.79,34.45,3030,674.5115384615,18.4341828578,1
0.82,34.45,3030,679.7730769231,16.1294774986,1
0.76,34.45,3030,678.1923076923,27.4405920977,1
0.77,34.45,3030,678.2961538462,29.7720956185,1
0.81,34.45,3030,676.25,30.2133917073,1
0.79,34.45,3030,678.4461538462,29.1671737347,1
0.78,34.45,3027,672.0692307692,35.3021438577,1
0.77,34.45,3027,675.8961538462,29.0982550464,1
0.76,34.47,3027,671.6192307692,34.5988719161,1
0.77,34.45,3027,675.9961538462,32.4387586404,1
0.84,34.45,3027,676.2615384615,31.702475964,1
0.93,34.45,3027,673.55,31.0424244444,1
1.01,34.45,3027,676.7384615385,34.1175690915,1
0.82,34.43,3048,676.5615384615,31.5321579066,1
0.8,34.43,3048,670.95,32.9954746314,1
0.79,34.45,3048,672.1384615385,36.0233372746,1
0.84,34.45,3048,677.6038461538,33.1772742049,1
0.8,34.45,3042,670.2961538462,32.5949616301,1
0.82,34.45,3042,675.3461538462,32.373710022,1
0.79,34.47,3042,674.65,37.6543566792,1
0.8,34.45,3042,674.5730769231,31.9410280853,1
0.8,34.45,3042,669.4769230769,39.0428197643,1
1.02,34.45,3048,670.4961538462,38.6057486828,1
1.08,34.45,3048,673.5923076923,35.4707238229,1
1.11,34.51,3048,674.7807692308,39.5995582651,1
1.13,34.45,3048,674.2923076923,38.7426312902,1
1.06,34.45,3039,673.5115384615,39.2162135516,1
1.05,34.45,3039,673.3846153846,37.8456144427,1
1.08,34.45,3039,675.5884615385,34.6915510322,1
1.1,34.43,3039,672.7576923077,34.6878239896,1
1.1,34.43,3039,675.1,36.3990384488,1
1.05,34.43,3039,673.4769230769,35.2895093116,1
1.07,34.45,3039,674.7038461538,37.2145647746,1
1.09,34.45,3039,675.0192307692,35.3083616075,1
1.15,34.45,3039,672.9961538462,35.2994332137,1
1.06,34.45,3060,675.0461538462,36.8691786098,1
1.13,34.45,3060,675.3115384615,31.6275053969,1
1.11,34.47,3060,676.1923076923,35.5692382553,1
1.15,34.51,3054,673.7653846154,33.580482453,1
1.14,34.47,3054,674.5769230769,35.3099169737,1
1.19,34.47,3054,673.8423076923,36.702993727,1
1.24,34.51,3054,675.3807692308,37.4905785009,1
1.19,34.51,3054,672.4846153846,37.3217269399,1
1.2,34.47,3054,674.3884615385,35.5605531986,1
1.19,34.47,3054,672.3192307692,38.0060978835,1
1.23,34.47,3054,671.7615384615,32.0219405183,1
1.22,34.45,3054,678.9653846154,32.5134698987,1
1.21,34.53,3021,670.4153846154,38.6755308482,1
1.21,34.55,3021,673.9423076923,33.2787836441,1
1.16,34.55,3021,674.6692307692,41.4146738138,1
1.21,34.55,3021,672.1769230769,37.7241945185,1
1.19,34.55,3021,673.2884615385,38.6429098574,1
1.21,34.58,3021,675.4576923077,34.1556693467,1
1.19,34.55,3021,676.2615384615,35.5559264445,1
1.19,34.55,3021,671.7692307692,35.7071504284,1
1.22,34.59,3018,670.4076923077,38.963137639,1
1.25,34.63,3024,671.4653846154,37.5124947626,1
1.22,34.63,3024,672.4461538462,39.1626905531,1
1.23,34.63,3027,676.3307692308,30.8969474374,1
1.13,34.63,3018,674.1884615385,36.8954742578,1
1.1,34.63,3018,670.5961538462,43.0009211061,1
1.08,34.64,3018,669.5076923077,40.1101840423,1
1.12,34.67,3018,672.2461538462,41.7767070799,1
1.19,34.63,3018,671.4961538462,38.4716177178,1
1.07,34.67,3018,674.7269230769,44.9771570885,1
0.95,34.63,3042,673.8692307692,41.7552186442,1
0.99,34.69,3042,674.3423076923,40.1609518838,1
0.98,34.67,3042,673.4384615385,42.9931128377,1
1.44,34.67,3042,673.9307692308,45.6656222256,1
1.43,34.67,3075,672.9538461538,46.9969494163,1
1.38,34.67,3075,672.9076923077,41.0668209992,1
1.25,34.63,3075,671.9307692308,36.1413227082,1
1.22,34.63,3075,676.6192307692,35.3226503844,1
1.2,34.67,3075,675.1076923077,35.3301453662,1
1.23,34.67,3075,668.3153846154,38.7434430413,1
1.2,34.69,3075,673.1230769231,44.3137442448,1
1.21,34.69,3075,668.8153846154,40.0793990081,1
1.27,34.67,3072,672.8961538462,41.4017927963,1
1.32,34.63,3072,675.6538461538,38.0728474897,1
1.38,34.67,3072,670.8230769231,42.9620521972,1
1.37,34.69,3072,672.6923076923,44.0795340883,1
1.34,34.63,3066,672.5269230769,40.1032710894,1
1.33,34.67,3066,673.7038461538,41.5272012872,1
1.37,34.67,3066,676.7230769231,35.6659750343,1
1.39,34.67,3066,673.6,39.9229257445,1
1.4,34.67,3045,669.5846153846,41.4929622606,1
1.32,34.67,3045,671.35,38.2359652482,1
1.27,34.67,3045,676.0461538462,35.4307258091,1
1.42,34.67,3045,675.8846153846,40.1214760476,1
1.34,34.63,3045,672.9192307692,39.0774036539,1
1.37,34.67,3045,669.1923076923,35.4765569732,1
1.46,34.67,3048,675.9115384615,32.8904338082,1
1.38,34.67,3048,675.7230769231,36.2200572111,1
1.4,34.67,3048,675.1192307692,32.6405425015,1
1.45,34.69,3063,671.6730769231,35.6266544306,1
1.41,34.69,3063,679.35,34.5970846927,1
1.34,34.69,3072,671.8038461538,30.9387108872,1
1.52,34.75,3072,674.8923076923,33.5548336891,1
1.45,34.77,3072,674.2269230769,31.3227375964,1
1.39,34.71,3072,678.4538461538,33.1240353214,1
1.31,34.69,3069,676.9153846154,29.5653213216,1
1.42,34.75,3069,673.6730769231,21.369749606,1
1.4,34.75,3069,671.7769230769,24.1887657918,1
1.37,34.69,3069,670.5038461538,39.8711866348,1
1.42,34.77,3069,674.0576923077,39.6808486366,1
1.29,34.81,3054,669.2615384615,45.0559573191,1
1.34,34.77,3054,673.3423076923,42.1277605631,1
1.3,34.81,3054,673.3615384615,39.6218672814,1
1.35,34.81,3054,671.5076923077,38.1801894168,1
1.36,34.81,3054,673.1615384615,35.4270222475,1
1.32,34.81,3054,676.5423076923,38.2054433604,1
0.8,34.81,3054,679.3730769231,31.7505185626,1
0.82,34.81,3039,676.1807692308,38.5087654281,1
0.77,34.81,3039,673.3807692308,44.5203196411,1
1.26,34.81,3042,673.6423076923,43.644179038,1
1.31,34.81,3042,677,40.0938322515,1
1.35,34.81,3042,676.9346153846,43.6479750372,1
1.39,34.83,3042,678.9307692308,40.0517335573,1
1.55,34.89,3039,673.8192307692,37.0856858062,1
1.56,34.85,3039,671.3923076923,44.8143171068,1
1.6,34.85,3039,675.2730769231,40.1706748923,1
1.56,34.85,3018,671.3653846154,39.7945825682,1
1.54,34.83,3018,676.3923076923,44.4150002648,1
1.6,34.83,3018,677.2346153846,40.5232453927,1
1.66,34.85,3018,675.2884615385,42.1745167947,1
1.51,34.85,3018,674.3538461538,33.5952976422,1
1.59,34.85,3012,672.8307692308,41.4312476764,1
1.69,34.84,3012,680.9923076923,42.9870277667,1
1.68,34.85,3012,677.5307692308,39.0267538337,1
1.73,34.89,3006,674.7076923077,44.1174038838,1
1.53,34.91,3006,672.7423076923,41.5574548813,1
1.66,34.89,3006,679.4730769231,38.7628297142,1
1.59,34.89,3006,670.2730769231,43.5821775296,1
1.54,34.89,3006,670.1730769231,44.7584633827,1
1.55,34.89,3006,671.4384615385,46.2280307649,1
1.59,34.91,3033,675.3115384615,34.5799945158,1
1.65,34.91,3033,678.7884615385,38.6006857943,1
1.59,34.91,3033,670.2538461538,45.360574467,1
1.74,34.91,3033,673.4423076923,47.083809671,1
1.54,34.93,3033,679.2576923077,38.1658191124,1
1.47,34.93,3033,673.5153846154,41.6227997091,1
1.62,34.91,3033,674.3576923077,39.6625057694,1
1.66,34.91,3033,673.3461538462,42.0897779548,1
1.64,34.93,3033,676.2461538462,38.4870730623,1
1.59,34.93,3039,676.3307692308,43.0881722949,1
1.54,34.93,3039,672.6846153846,44.1894583001,1
1.58,34.91,3039,672.4615384615,41.5750764551,1
1.62,34.93,3039,672.5807692308,39.7411482087,1
1.58,34.93,3039,675.9153846154,35.9649475965,1
1.59,34.93,3039,673.4115384615,39.035534373,1
1.65,34.93,3039,673.3961538462,37.12454072,1
1.59,34.92,3039,675.2807692308,38.0408941821,1
1.52,34.93,3039,675.5115384615,38.1975112653,1
1.52,34.93,3039,676.6538461538,37.2794460875,1
1.51,34.97,3054,674.6192307692,34.9976539789,1
1.43,34.99,3054,678.0346153846,31.8580196679,1
1.42,34.97,3054,672.7653846154,43.464073956,1
1.46,34.97,3054,671.0615384615,47.5243668426,1
1.3,34.97,3054,673.7307692308,36.5631778752,1
1.57,34.99,3045,670.3307692308,52.5162082616,1
1.11,34.99,3045,674.7269230769,44.0300426955,1
1.02,34.99,3039,670.6846153846,38.4344666264,1
1.07,34.97,3039,659.9730769231,82.7526158438,1
1.29,34.99,3033,676.5653846154,34.3085484112,1
1.11,35.01,3033,679.7230769231,33.1820190846,1
1.07,34.99,3033,673.5615384615,36.0292624332,1
1.23,35.01,3030,675.5769230769,36.6466212913,1
1.23,35.01,3030,670.8730769231,42.4259903805,1
1.25,35.01,3030,673.3192307692,37.3442665688,1
1.3,35.01,3030,667.3269230769,40.3273724343,1
1.29,34.99,3030,672.55,36.2998384188,1
1.08,35.01,3030,671.4192307692,40.2367658055,1
1.09,35.01,3030,673.4269230769,36.1540300732,1
1.14,35.01,3027,669.9807692308,38.2366569913,1
1.11,34.99,3027,669.2615384615,39.6946138269,1
1.22,35.01,3027,673.2269230769,36.5465778435,1
1.21,35.01,3027,671.4615384615,36.2270943751,1
1.23,35.01,3027,677.0192307692,34.537321165,1
1.18,34.99,3024,673.8769230769,37.8219544271,1
1.26,35.01,3024,675.9884615385,40.2529963235,1
1.25,35.01,3024,674.9538461538,34.9107348574,1
1.29,35.01,3024,668.0192307692,34.4466646731,1
1.23,35.01,3024,676.9807692308,35.5546655949,1
1.27,35.01,3024,673.3076923077,37.9285454007,1
1.24,35.01,3024,676.9538461538,30.1469124681,1
1.28,35.07,3024,679.75,30.3304080725,1
1.24,35.05,3024,676.4192307692,31.3771906282,1
1.2,35.01,3018,674.7346153846,26.6973557075,1
1.17,35.07,3018,671.9692307692,33.2355089212,1
1.27,35.07,3018,677.4423076923,28.6701489502,1
1.2,35.01,3018,672.0307692308,31.846733551,1
1.22,35.05,3018,670.4307692308,35.3127648443,1
1.23,35.05,3018,675.3846153846,29.5428983046,1
1.26,35.05,3000,670.7653846154,31.0238548702,1
1.21,35.09,3000,677.5846153846,34.1427511431,1
1.24,35.09,3000,672.2269230769,39.9733378227,1
1.23,35.07,3000,677.1153846154,36.5693513153,1
1.36,35.09,2988,675.1307692308,34.357484564,1
1.15,35.09,2988,674.2730769231,34.8001774718,1
1.24,35.09,2988,673.9076923077,33.4636303502,1
1.21,35.09,3000,677.9884615385,17.4489326745,1
1.23,35.1,3009,675.0423076923,18.1701926893,1
0.83,35.13,3009,677.9576923077,16.9243264399,1
0.77,35.15,3009,671.4421768707,21.5517504858,1
31.55,0.02,0,650.4857142857,0.8060991988,0
31.57,0.02,0,650.5714285714,0.9646824581,0
31.61,0.02,0,650.4285714286,0.5993193418,0
31.55,0.02,0,650.7941176471,0.9634317267,0
31.57,0.5,0,651.56,1.2674383614,0
31.57,0.55,0,647.68,3.9569685366,0
31.61,0.64,0,646.4,8.1731266967,0
31.61,0.71,0,660.4,6.9512588788,0
31.55,0.88,39,656.8260869565,11.7608494736,2
31.55,0.91,39,646.9166666667,63.1822210401,2
31.57,0.92,39,639.5833333333,28.6093176353,2
31.55,1.13,39,649.6666666667,24.7650066738,2
31.55,1.24,216,674.7083333333,32.0630617776,2
31.57,1.22,216,671.6086956522,51.9437313709,2
31.61,0.91,216,637.4347826087,47.6229083411,2
31.57,0.79,216,664.9130434783,28.5404564777,2
31.55,0.75,726,648.9,21.6215170606,2
31.61,0.65,1353,652.6363636364,21.5333683016,2
31.57,0.71,1353,650.0333333333,11.0859771283,2
31.55,0.65,1353,651.9,23.375699633,2
31.61,0.63,1962,664.9,20.5821119746,2
31.55,0.63,1962,656.6842105263,10.0580035247,2
31.57,0.64,1962,650.3421052632,13.8872836869,2
31.55,0.64,1962,656.5405405405,16.5375814347,2
31.55,0.68,2991,656.4756097561,13.5247971084,2
31.55,0.68,2991,660.1538461538,12.9159779036,2
31.57,0.75,2991,657.6538461538,6.2075779229,2
31.61,0.74,2991,646.1538461538,17.060282953,2
31.61,0.73,3144,643.6153846154,19.5960689211,2
31.57,0.78,3144,651.68,13.742547071,2
31.57,0.77,3144,650.5294117647,24.4807671137,2
31.57,0.78,3144,656.2941176471,20.412697046,2
31.63,0.74,3144,657.7647058824,13.8289100917,2
31.61,0.77,3144,667.7058823529,10.2885699337,2
31.61,0.77,3144,637.3529411765,11.7920270995,2
31.61,0.76,3144,680.4705882353,21.4999798825,2
31.61,0.76,3189,665.4705882353,17.7999261302,2
31.63,0.76,3189,682.5625,19.7609740081,2
31.61,0.77,3189,647.8947368421,10.2181198025,2
31.57,0.79,3189,654.3157894737,25.4704217137,2
31.58,0.76,3189,644.3157894737,18.7814371727,2
31.63,0.75,3189,663.2631578947,18.3011132973,2
31.63,0.75,3246,655.1578947368,15.4076643877,2
31.63,0.76,3246,671.6315789474,13.0028763066,2
31.63,0.77,3246,652.9,13.2887170186,2
31.63,0.78,3246,669.6285714286,19.8005565784,2
31.61,0.78,3246,667.7142857143,12.6277957099,2
31.63,0.8,3246,662.1714285714,23.8764506985,2
31.63,0.83,3246,668.6285714286,19.6992903633,2
31.61,0.79,3351,515.08125,256.6867247219,2
31.67,0.76,3402,691.6363636364,31.9524440018,2
31.67,0.78,3402,655.9545454545,14.6550558224,2
31.63,0.75,3402,646,15.7249078621,2
31.67,0.74,3429,660.9090909091,31.4829089145,2
31.61,0.74,3429,654.95,34.4840180373,2
31.63,0.8,3429,537.7272727273,178.8031375101,2
31.63,0.74,3429,684.1515151515,50.5791436309,2
31.64,0.76,3447,659.8125,21.5804273301,2
31.67,0.85,3447,655.5555555556,17.9367888726,2
31.67,0.84,3447,653.8148148148,14.9171465771,2
31.63,0.8,3447,691.8148148148,50.1376158314,2
31.67,0.82,3447,744.2962962963,6.5592163873,2
31.67,0.8,3474,655.0740740741,32.6835851041,2
31.63,0.85,3474,657.1951219512,17.6721077079,2
31.64,0.81,3474,656.3658536585,12.1208469831,2
31.67,0.81,3474,683.8536585366,19.0564770061,2
31.67,0.83,3462,702.4,45.7311709887,2
31.69,0.81,3462,678.3773584906,39.1259342718,2
31.69,0.81,3462,661.8490566038,17.8350896728,2
31.69,0.8,3462,705.6666666667,38.4664355857,2
31.69,0.82,3549,661.9375,24.3399587869,2
31.69,0.83,3549,663.5375,14.2126209318,2
31.69,0.8,3549,657.8636363636,18.9983144098,2
31.69,0.86,3549,654.9090909091,15.2043925797,2
31.69,0.86,3549,659.6818181818,12.6756257283,2
31.69,0.81,3588,639.5,15.3022577063,2
31.71,0.86,3588,711.5,31.242089908,2
31.69,0.86,3588,719.4545454545,22.1887098087,2
31.68,0.83,3588,661.1081081081,30.8157416633,2
31.71,0.81,3588,650.2972972973,25.8675053017,2
31.69,0.8,3588,650.7027027027,28.9135382719,2
31.71,0.8,3609,701.5945945946,30.6307207206,2
31.69,0.86,3609,669.6285714286,31.4956556771,2
31.71,0.89,3609,651.9154929577,20.468282904,2
31.71,0.87,3678,664.1315789474,38.1638924506,2
31.71,0.88,3678,707.6533333333,44.5248974046,2
31.72,0.81,3735,671.0625,31.3338250737,2
31.75,0.82,3735,640.875,34.245209519,2
31.75,0.81,3735,659.9375,24.1892764206,2
31.75,0.86,3735,664.0294117647,19.3778000544,2
31.81,0.85,3831,660.5541401274,16.2203752124,2
31.77,0.81,3831,653.4375,15.7848902567,2
31.77,0.85,3831,674.8125,24.7130669299,2
31.77,0.8,3831,697.8085106383,36.5039422516,2
31.79,0.81,3858,660.3428571429,15.2726512941,2
31.77,0.82,3858,660.8732394366,22.075369984,2
31.79,0.86,3858,675.46,30.6347580372,2
31.81,0.9,3858,684.2,38.0673088095,2
31.75,0.83,3858,656.7755102041,33.9478984388,2
31.81,0.81,3840,656.2826086957,49.7225620398,2
31.83,0.79,3888,654.9565217391,35.7655144334,2
31.83,0.8,3888,650.5333333333,73.4482735596,2
31.83,0.81,3888,653.9444444444,52.9559274011,2
31.83,0.8,3888,665.0555555556,50.5673063267,2
31.83,0.82,3888,642.5,50.1578065266,2
31.83,0.8,3888,651.0555555556,83.2332547204,2
31.85,0.8,3873,651.4,77.8105391319,2
31.83,0.82,3873,658.66,47.9039079825,2
31.85,0.8,3873,663.6470588235,21.1963958548,2
31.85,0.8,3840,649.2631578947,25.8168490581,2
31.85,0.79,3840,671.0526315789,29.8248813192,2
31.85,0.78,3840,653.0526315789,32.3833512849,2
31.85,0.79,3840,652.2105263158,56.9002626461,2
31.85,0.75,3804,662.7894736842,52.118871163,2
31.89,0.74,3804,670.5238095238,58.363082793,2
31.85,0.62,3696,650.5851851852,38.8690841987,2
31.89,0.64,3696,648.9583333333,6.4580645105,2
31.89,0.62,3696,648.5,7.604823031,2
31.91,0.62,3696,656.4166666667,15.8795378466,2
31.87,0.62,3696,658.75,12.1971649711,2
31.88,0.61,3549,658.875,20.0900317322,2
31.89,0.61,3549,651.0416666667,4.9956578368,2
31.95,0.02,3549,654.25,10.3047319228,2
31.97,0.02,3303,646.9375,12.527313908,2
31.91,0.02,3303,652.84375,8.4561714704,2
31.91,0.02,3303,659.9090909091,7.8754072001,2
31.95,0.02,3303,649.4571428571,7.7913609929,2
31.97,0.02,2862,652.6571428571,5.3875139093,2
31.97,0.02,2862,646.1428571429,10.6533505317,2
31.95,0.02,2862,648.203125,8.7806244217,2
31.97,1.12,420,633.9583333333,7.2599309378,2
31.97,0.72,420,647.8333333333,8.9590116022,2
31.97,0.67,1005,654.375,18.217497966,2
31.97,0.66,1005,650.3214285714,9.6494025405,2
31.97,0.62,1611,647.5,11.1046161573,2
31.97,0.63,1611,656.65625,11.3209136529,2
31.97,0.67,1611,646.5483870968,12.188939221,2
31.99,0.63,2217,664.8,14.1995305087,2
31.99,0.63,2217,634.4,11.8479252755,2
31.99,0.67,2217,656.8666666667,6.8883153883,2
31.99,0.64,2217,653.2,7.0823724839,2
31.99,0.64,2217,657.8,8.478993651,2
31.99,0.64,2751,659.7333333333,7.1876437184,2
31.99,0.7,2751,641.5333333333,13.012131092,2
31.99,0.67,2751,643.9230769231,3.6260073075,2
31.99,0.66,2751,656.8529411765,16.3960762037,2
32.03,0.63,2751,650.7941176471,12.2876777392,2
31.99,0.67,2751,650.6470588235,17.1941890884,2
31.97,0.78,3072,652.7647058824,37.8247186713,2
31.95,0.85,3072,640,55.2564270223,2
31.97,0.78,3072,663.6363636364,81.7382437777,2
31.99,0.78,3150,662.4545454545,76.2482353135,2
31.99,0.78,3150,640.5454545455,67.6015917461,2
32,0.79,3150,641.0454545455,65.6135222155,2
32.03,0.8,3150,656.3181818182,43.9497506081,2
31.99,0.8,3150,657.4268292683,37.434179793,2
31.99,0.81,3150,661.0602409639,53.4249500392,2
31.99,0.81,3261,662.925,33.5114812415,2
32.05,0.81,3261,662.1604938272,20.7712151193,2
31.99,0.81,3390,653.8895348837,44.0904791945,2
32.03,0.9,3483,656.4545454545,69.3666983716,2
32.06,0.85,3612,667.4181818182,41.6761064789,2
32.09,0.86,3612,663.1411042945,43.8835432213,2
32.1,0.81,3810,658.2891566265,26.7863164674,2
32.11,0.81,3810,657.3684210526,17.2114115336,2
32.09,0.82,3810,653.3684210526,25.342310214,2
32.09,0.87,3810,648.2368421053,49.7125602103,2
32.09,0.85,3816,669.7948717949,64.5748142883,2
32.11,0.81,3816,661.4210526316,29.4141315652,2
32.11,0.81,3816,650.4210526316,25.6100633787,2
32.11,0.81,3816,661.4210526316,21.9336698383,2
32.09,0.89,3876,656.8157894737,24.3913868136,2
32.11,0.82,3891,652,35.7359598098,2
32.11,0.81,3891,657.4411764706,33.0980638997,2
32.11,0.83,3891,665.5588235294,30.4922277238,2
32.11,0.82,3876,662.9714285714,30.829008338,2
32.11,0.82,3876,653.5510204082,24.7518799323,2
32.13,0.83,3876,661.3673469388,18.932418884,2
32.11,0.87,3876,664,28.9030751842,2
32.14,0.84,3840,651.9861111111,49.7070565792,2
32.17,0.86,3840,654.4246575342,33.3802984335,2
32.14,0.83,3807,663.1496598639,27.6140439823,2
32.17,0.81,3807,651.7222222222,20.9199680145,2
32.19,0.84,3807,659.8888888889,24.9708471998,2
32.17,0.84,3807,651.3888888889,26.1600605013,2
32.17,0.82,3807,657.3333333333,56.1901533485,2
32.17,0.81,3801,649.1111111111,53.5608572756,2
32.19,0.81,3801,642.1111111111,47.1155658271,2
32.17,0.78,3801,659.6470588235,43.724997799,2
32.13,0.8,3801,657.6,43.476379283,2
32.19,0.85,3801,666.0444444444,42.823127477,2
32.13,0.85,3804,652.1111111111,33.5984273588,2
32.19,0.87,3804,644.8148148148,26.3509603972,2
32.25,0.82,3804,649.1481481481,28.0286939003,2
32.25,0.83,3804,661.8148148148,28.1359622745,2
32.21,0.91,3837,671.0740740741,32.3853258104,2
32.21,0.87,3837,660.4827586207,31.4035147271,2
32.22,0.8,3837,658.8409090909,40.4280748433,2
32.19,0.8,3837,659.2528735632,33.747275204,2
32.25,0.38,3804,656.6617647059,85.0929613274,2
32.27,0.02,3531,647.8507462687,79.7522757325,2
32.33,0.89,0,648.4038461538,7.9982200313,2
32.33,1.21,48,648.9411764706,14.286167401,2
32.31,1.3,48,648.6,11.385956262,2
32.31,1.03,48,662.2666666667,6.8065328097,2
32.33,0.95,396,651.4666666667,7.8940202404,2
32.31,0.83,396,649.6551724138,8.6633427572,2
32.31,0.75,396,651.5588235294,23.9167565877,2
