,training_accuracy,testing_accuracy
0,0.9939295831647107,0.9818181818181818
1,0.9825981384055038,0.9636363636363636
2,0.9955483609874545,0.9672727272727273
3,0.9935248887090247,0.9709090909090909
4,0.9959530554431404,0.9709090909090909
5,0.9943342776203966,0.9636363636363636
6,0.9951436665317686,0.9672727272727273
7,0.9955483609874545,0.9672727272727273
8,0.9959530554431404,0.9636363636363636
9,0.9959530554431404,0.9745454545454545
