"id";"temperatureVal";"currentVal";"vibrationVal";"rpmVal";"receivedTime"
14046;32.83;0.83;0.0;4026;"2016-04-09 15:52:30"
14047;32.83;0.84;0.0;3996;"2016-04-09 15:52:31"
14048;32.83;0.02;0.0;3996;"2016-04-09 15:52:31"
14049;32.83;0.02;0.0;3996;"2016-04-09 15:52:32"
14050;32.85;0.02;0.0;3741;"2016-04-09 15:52:32"
14051;32.85;0.02;0.0;3741;"2016-04-09 15:52:32"
14052;32.85;0.02;0.0;3189;"2016-04-09 15:52:33"
14053;32.85;0.02;0.0;3189;"2016-04-09 15:52:33"
14054;32.85;0.02;0.0;3189;"2016-04-09 15:52:33"
14055;32.85;0.02;0.0;2511;"2016-04-09 15:52:34"
14056;32.85;0.02;0.0;2511;"2016-04-09 15:52:34"
14057;32.85;0.02;0.0;2511;"2016-04-09 15:52:34"
14058;32.85;0.02;0.0;2511;"2016-04-09 15:52:34"
14059;32.85;1.11;0.0;111;"2016-04-09 15:53:17"
14060;32.85;1.18;0.0;111;"2016-04-09 15:53:17"
14061;32.85;1.08;0.0;111;"2016-04-09 15:53:17"
14062;32.85;1.11;0.0;111;"2016-04-09 15:53:17"
14063;32.89;0.87;0.0;519;"2016-04-09 15:53:18"
14064;32.85;0.76;0.0;1185;"2016-04-09 15:53:19"
14065;32.85;0.78;0.0;1185;"2016-04-09 15:53:19"
14066;32.85;0.77;0.0;1185;"2016-04-09 15:53:19"
14067;32.85;0.8;0.0;1185;"2016-04-09 15:53:19"
14068;32.85;0.76;0.0;1185;"2016-04-09 15:53:20"
14069;32.85;0.76;0.0;1908;"2016-04-09 15:53:20"
14070;32.89;0.82;0.0;1908;"2016-04-09 15:53:20"
14071;32.89;0.77;0.0;2658;"2016-04-09 15:53:21"
14072;32.85;0.8;0.0;2658;"2016-04-09 15:53:21"
14073;32.89;0.76;0.0;3282;"2016-04-09 15:53:22"
14074;32.85;0.75;0.0;3282;"2016-04-09 15:53:22"
14075;32.85;0.75;0.0;3282;"2016-04-09 15:53:22"
14076;32.89;0.74;0.0;3282;"2016-04-09 15:53:22"
14077;32.89;0.74;0.0;3282;"2016-04-09 15:53:22"
14078;32.89;0.75;0.0;3282;"2016-04-09 15:53:22"
14079;32.89;0.8;0.0;3282;"2016-04-09 15:53:23"
14080;32.85;0.78;0.0;3282;"2016-04-09 15:53:23"
14081;32.85;0.78;0.0;3600;"2016-04-09 15:53:23"
14082;32.89;0.76;0.0;3600;"2016-04-09 15:53:23"
14083;32.89;0.77;0.0;3600;"2016-04-09 15:53:23"
14084;32.91;0.75;0.0;3702;"2016-04-09 15:53:24"
14085;32.91;0.76;0.0;3702;"2016-04-09 15:53:25"
14086;32.91;0.77;0.0;3759;"2016-04-09 15:53:25"
14087;32.89;0.77;0.0;3759;"2016-04-09 15:53:25"
14088;32.91;0.75;0.0;3759;"2016-04-09 15:53:25"
14089;32.97;0.79;0.0;3783;"2016-04-09 15:53:27"
14090;32.97;0.8;0.0;3783;"2016-04-09 15:53:27"
14091;32.97;0.77;0.0;3831;"2016-04-09 15:53:28"
14092;32.95;0.8;0.0;3831;"2016-04-09 15:53:28"
14093;32.97;0.77;0.0;3858;"2016-04-09 15:53:29"
14094;32.97;0.75;0.0;3858;"2016-04-09 15:53:29"
14095;32.97;0.82;0.0;3858;"2016-04-09 15:53:29"
14096;32.97;0.78;0.0;3858;"2016-04-09 15:53:29"
14097;32.97;0.79;0.0;3858;"2016-04-09 15:53:29"
14098;32.96;0.77;0.0;3858;"2016-04-09 15:53:29"
14099;32.97;0.76;0.0;3858;"2016-04-09 15:53:30"
14100;32.97;0.82;0.0;3891;"2016-04-09 15:53:30"
14101;32.97;0.82;0.0;3891;"2016-04-09 15:53:30"
14102;32.96;0.78;0.0;3891;"2016-04-09 15:53:30"
14103;33.01;0.73;0.0;3903;"2016-04-09 15:53:31"
14104;33.03;0.77;0.0;3903;"2016-04-09 15:53:31"
14105;33.03;0.84;0.0;3903;"2016-04-09 15:53:31"
14106;32.99;0.79;0.0;3945;"2016-04-09 15:53:32"
14107;32.95;0.77;0.0;3945;"2016-04-09 15:53:32"
14108;33.05;0.78;0.0;3951;"2016-04-09 15:53:33"
14109;33.05;0.83;0.0;3951;"2016-04-09 15:53:33"
14110;33.03;0.75;0.0;3951;"2016-04-09 15:53:34"
14111;33.05;0.73;0.0;3912;"2016-04-09 15:53:34"
14112;33.03;0.74;0.0;3912;"2016-04-09 15:53:34"
14113;33.03;0.75;0.0;3912;"2016-04-09 15:53:34"
14114;33.05;0.75;0.0;3864;"2016-04-09 15:53:35"
14115;33.05;0.78;0.0;3864;"2016-04-09 15:53:35"
14116;33.03;0.75;0.0;3855;"2016-04-09 15:53:36"
14117;33.05;0.83;0.0;3855;"2016-04-09 15:53:37"
14118;33.05;0.73;0.0;3843;"2016-04-09 15:53:37"
14119;33.11;0.67;0.0;3786;"2016-04-09 15:53:39"
14120;33.11;0.69;0.0;3786;"2016-04-09 15:53:39"
14121;33.13;0.03;0.0;3711;"2016-04-09 15:53:40"
14122;33.11;0.02;0.0;3711;"2016-04-09 15:53:40"
14123;33.11;0.02;0.0;3387;"2016-04-09 15:53:41"
14124;33.07;0.02;0.0;3387;"2016-04-09 15:53:41"
14125;33.07;0.02;0.0;2856;"2016-04-09 15:53:42"
14126;33.07;0.02;0.0;2856;"2016-04-09 15:53:42"
14127;33.13;0.02;0.0;2160;"2016-04-09 15:53:43"
14128;33.13;0.02;0.0;2160;"2016-04-09 15:53:43"
14129;33.13;0.02;0.0;2160;"2016-04-09 15:53:43"
14130;33.13;0.02;0.0;1431;"2016-04-09 15:53:44"
14131;33.19;0.72;0.0;780;"2016-04-09 15:53:58"
14132;33.19;0.72;0.0;1428;"2016-04-09 15:53:59"
14133;33.25;0.76;0.0;1428;"2016-04-09 15:54:00"
14134;33.19;0.76;0.0;3297;"2016-04-09 15:54:02"
14135;33.19;0.79;0.0;3297;"2016-04-09 15:54:02"
14136;33.21;0.74;0.0;3507;"2016-04-09 15:54:03"
14137;33.19;0.77;0.0;3507;"2016-04-09 15:54:03"
14138;33.21;0.76;0.0;3507;"2016-04-09 15:54:03"
14139;33.19;0.75;0.0;3507;"2016-04-09 15:54:03"
14140;33.21;0.73;0.0;3642;"2016-04-09 15:54:04"
14141;33.19;0.76;0.0;3642;"2016-04-09 15:54:04"
14142;33.21;0.75;0.0;3642;"2016-04-09 15:54:04"
14143;33.25;0.82;0.0;3642;"2016-04-09 15:54:04"
14144;33.19;0.74;0.0;3642;"2016-04-09 15:54:04"
14145;33.19;0.76;0.0;3783;"2016-04-09 15:54:06"
14146;33.25;0.74;0.0;3909;"2016-04-09 15:54:07"
14147;33.25;0.76;0.0;3957;"2016-04-09 15:54:08"
14148;33.25;0.73;0.0;3957;"2016-04-09 15:54:08"
14149;33.21;0.73;0.0;3957;"2016-04-09 15:54:08"
14150;33.21;0.75;0.0;3957;"2016-04-09 15:54:08"
14151;33.29;0.76;0.0;3993;"2016-04-09 15:54:11"
14152;33.27;0.76;0.0;3993;"2016-04-09 15:54:11"
14153;33.35;0.76;0.0;3966;"2016-04-09 15:54:13"
14154;33.35;0.78;0.0;3966;"2016-04-09 15:54:13"
14155;33.33;0.75;0.0;3966;"2016-04-09 15:54:14"
14156;33.29;0.74;0.0;3939;"2016-04-09 15:54:14"
14157;33.33;0.75;0.0;3939;"2016-04-09 15:54:14"
14158;33.35;0.81;0.0;3939;"2016-04-09 15:54:14"
14159;33.35;0.75;0.0;3939;"2016-04-09 15:54:14"
14160;33.35;0.74;0.0;3939;"2016-04-09 15:54:15"
14161;33.35;0.75;0.0;3939;"2016-04-09 15:54:15"
14162;33.39;0.79;0.0;3903;"2016-04-09 15:54:15"
14163;33.37;0.77;0.0;3909;"2016-04-09 15:54:16"
14164;33.39;0.75;0.0;3909;"2016-04-09 15:54:16"
14165;33.39;0.68;0.0;3909;"2016-04-09 15:54:16"
14166;33.39;0.03;0.0;3837;"2016-04-09 15:54:18"
14167;33.39;0.02;0.0;3594;"2016-04-09 15:54:18"
14168;33.39;0.02;0.0;3594;"2016-04-09 15:54:18"
14169;34.15;0.74;0.0;1611;"2016-04-09 15:56:54"
14170;34.15;0.75;0.0;1611;"2016-04-09 15:56:54"
14171;34.15;0.76;0.0;2349;"2016-04-09 15:56:55"
14172;34.17;0.77;0.0;2349;"2016-04-09 15:56:55"
14173;34.21;0.79;0.0;3099;"2016-04-09 15:56:56"
14174;34.13;0.8;0.0;3099;"2016-04-09 15:56:56"
14175;34.21;0.79;0.0;3870;"2016-04-09 15:56:59"
14176;34.21;0.82;0.0;3966;"2016-04-09 15:57:00"
14177;34.21;0.83;0.0;3966;"2016-04-09 15:57:00"
14178;34.21;0.81;0.0;3966;"2016-04-09 15:57:00"
14179;34.21;0.79;0.0;3966;"2016-04-09 15:57:00"
14180;34.2;0.78;0.0;3966;"2016-04-09 15:57:00"
14181;34.21;0.79;0.0;3966;"2016-04-09 15:57:00"
14182;34.21;0.82;0.0;4104;"2016-04-09 15:57:02"
14183;34.21;0.8;0.0;4104;"2016-04-09 15:57:02"
14184;34.23;0.78;0.0;4104;"2016-04-09 15:57:02"
14185;34.23;0.8;0.0;4104;"2016-04-09 15:57:02"
14186;34.21;0.79;0.0;4161;"2016-04-09 15:57:03"
14187;34.21;0.79;0.0;4161;"2016-04-09 15:57:03"
14188;34.23;0.83;0.0;4161;"2016-04-09 15:57:03"
14189;34.23;0.8;0.0;4161;"2016-04-09 15:57:03"
14190;34.25;0.85;0.0;4224;"2016-04-09 15:57:04"
14191;34.23;0.81;0.0;4224;"2016-04-09 15:57:04"
14192;34.3;0.83;0.0;4158;"2016-04-09 15:57:07"
14193;34.31;0.83;0.0;4158;"2016-04-09 15:57:07"
14194;34.29;0.78;0.0;4158;"2016-04-09 15:57:07"
14195;34.25;0.8;0.0;4158;"2016-04-09 15:57:07"
14196;34.31;0.78;0.0;4158;"2016-04-09 15:57:07"
14197;34.29;0.83;0.0;4158;"2016-04-09 15:57:07"
14198;34.33;0.78;0.0;4050;"2016-04-09 15:57:10"
14199;34.33;0.77;0.0;4050;"2016-04-09 15:57:10"
14200;34.33;0.8;0.0;4050;"2016-04-09 15:57:10"
14201;34.33;0.85;0.0;4050;"2016-04-09 15:57:10"
14202;34.37;0.83;0.0;4050;"2016-04-09 15:57:10"
14203;34.39;0.78;0.0;4020;"2016-04-09 15:57:12"
14204;34.39;0.83;0.0;4020;"2016-04-09 15:57:12"
14205;34.37;0.83;0.0;4020;"2016-04-09 15:57:12"
14206;34.37;0.78;0.0;4020;"2016-04-09 15:57:12"
14207;34.37;0.76;0.0;4020;"2016-04-09 15:57:12"
14208;34.39;0.81;0.0;4020;"2016-04-09 15:57:12"
14209;34.37;0.76;0.0;4014;"2016-04-09 15:57:13"
14210;34.37;0.76;0.0;4014;"2016-04-09 15:57:13"
14211;34.31;0.66;0.0;4014;"2016-04-09 15:57:13"
14212;34.33;0.26;0.0;4014;"2016-04-09 15:57:13"
14213;34.37;0.02;0.0;4014;"2016-04-09 15:57:13"
14214;34.37;0.02;0.0;4014;"2016-04-09 15:57:13"
14215;34.43;0.02;0.0;3765;"2016-04-09 15:57:14"
14216;34.39;0.02;0.0;3765;"2016-04-09 15:57:14"
14217;34.39;0.02;0.0;3213;"2016-04-09 15:57:15"
14218;34.43;0.02;0.0;2487;"2016-04-09 15:57:16"
14219;34.43;0.02;0.0;2487;"2016-04-09 15:57:16"
14220;34.43;0.02;0.0;2487;"2016-04-09 15:57:16"
14221;34.43;0.69;0.0;1350;"2016-04-09 15:57:55"
14222;34.43;0.69;0.0;1350;"2016-04-09 15:57:55"
14223;34.43;0.67;0.0;2019;"2016-04-09 15:57:56"
14224;34.45;0.61;0.0;2019;"2016-04-09 15:57:56"
14225;34.45;0.61;0.0;2019;"2016-04-09 15:57:56"
14226;34.45;0.72;0.0;3261;"2016-04-09 15:57:58"
14227;34.47;0.75;0.0;3261;"2016-04-09 15:57:58"
14228;34.45;0.75;0.0;3261;"2016-04-09 15:57:58"
14229;34.43;0.76;0.0;3261;"2016-04-09 15:57:58"
14230;34.43;0.76;0.0;3528;"2016-04-09 15:57:59"
14231;34.43;0.8;0.0;3528;"2016-04-09 15:57:59"
14232;34.45;0.79;0.0;3528;"2016-04-09 15:57:59"
14233;34.45;0.75;0.0;3528;"2016-04-09 15:57:59"
14234;34.45;0.75;0.0;3528;"2016-04-09 15:57:59"
14235;34.47;0.76;0.0;3780;"2016-04-09 15:58:01"
14236;34.46;0.74;0.0;3780;"2016-04-09 15:58:01"
14237;34.47;0.75;0.0;3780;"2016-04-09 15:58:01"
14238;34.45;0.81;0.0;3879;"2016-04-09 15:58:02"
14239;34.45;0.76;0.0;3879;"2016-04-09 15:58:02"
14240;34.45;0.75;0.0;3879;"2016-04-09 15:58:02"
14241;34.45;0.74;0.0;3879;"2016-04-09 15:58:02"
14242;34.46;0.75;0.0;3852;"2016-04-09 15:58:04"
14243;34.47;0.74;0.0;3852;"2016-04-09 15:58:04"
14244;34.51;0.76;0.0;3894;"2016-04-09 15:58:06"
14245;34.51;0.74;0.0;3894;"2016-04-09 15:58:06"
14246;34.51;0.73;0.0;3894;"2016-04-09 15:58:07"
14247;34.53;0.76;0.0;3945;"2016-04-09 15:58:07"
14248;34.53;0.77;0.0;3945;"2016-04-09 15:58:08"
14249;34.51;0.75;0.0;3945;"2016-04-09 15:58:08"
14250;34.51;0.74;0.0;3945;"2016-04-09 15:58:08"
14251;34.51;0.75;0.0;3945;"2016-04-09 15:58:08"
14252;34.47;0.73;0.0;3945;"2016-04-09 15:58:08"
14253;34.51;0.73;0.0;3945;"2016-04-09 15:58:08"
14254;34.51;0.72;0.0;3960;"2016-04-09 15:58:09"
14255;34.58;0.76;0.0;3975;"2016-04-09 15:58:10"
14256;34.55;0.74;0.0;3975;"2016-04-09 15:58:10"
14257;34.53;0.73;0.0;3975;"2016-04-09 15:58:10"
14258;34.55;0.78;0.0;3975;"2016-04-09 15:58:10"
14259;34.55;0.72;0.0;3942;"2016-04-09 15:58:11"
14260;34.55;0.75;0.0;3942;"2016-04-09 15:58:11"
14261;34.55;0.72;0.0;3954;"2016-04-09 15:58:12"
14262;34.55;0.72;0.0;3954;"2016-04-09 15:58:12"
14263;34.58;0.73;0.0;3888;"2016-04-09 15:58:13"
14264;34.55;0.74;0.0;3888;"2016-04-09 15:58:13"
14265;34.61;0.77;0.0;3849;"2016-04-09 15:58:17"
14266;34.61;0.71;0.0;3849;"2016-04-09 15:58:17"
14267;34.61;0.71;0.0;3849;"2016-04-09 15:58:17"
14268;34.61;0.71;0.0;3849;"2016-04-09 15:58:17"
14269;34.59;0.69;0.0;3849;"2016-04-09 15:58:17"
14270;34.61;0.68;0.0;3849;"2016-04-09 15:58:17"
14271;34.63;0.71;0.0;3882;"2016-04-09 15:58:18"
14272;34.67;0.66;0.0;3882;"2016-04-09 15:58:18"
14273;34.63;0.65;0.0;3882;"2016-04-09 15:58:18"
14274;34.63;0.72;0.0;3882;"2016-04-09 15:58:18"
14275;34.67;0.03;0.0;3882;"2016-04-09 15:58:18"
14276;34.63;0.02;0.0;3882;"2016-04-09 15:58:18"
14277;34.63;0.02;0.0;3882;"2016-04-09 15:58:18"
14278;34.63;0.02;0.0;3690;"2016-04-09 15:58:19"
14279;34.61;0.02;0.0;3690;"2016-04-09 15:58:19"
14280;34.67;0.02;0.0;3690;"2016-04-09 15:58:19"
14281;34.69;1.3;0.0;0;"2016-04-09 15:58:46"
14282;34.71;1.34;0.0;0;"2016-04-09 15:58:46"
14283;34.67;1.32;0.0;0;"2016-04-09 15:58:46"
14284;34.69;1.1;0.0;147;"2016-04-09 15:58:47"
14285;34.69;1.06;0.0;147;"2016-04-09 15:58:47"
14286;34.69;1.02;0.0;147;"2016-04-09 15:58:47"
14287;34.69;0.89;0.0;147;"2016-04-09 15:58:47"
14288;34.71;0.8;0.0;147;"2016-04-09 15:58:47"
14289;34.71;0.78;0.0;147;"2016-04-09 15:58:47"
14290;34.71;0.77;0.0;147;"2016-04-09 15:58:47"
14291;34.71;0.75;0.0;147;"2016-04-09 15:58:47"
14292;34.71;0.75;0.0;657;"2016-04-09 15:58:47"
14293;34.69;0.78;0.0;657;"2016-04-09 15:58:48"
14294;34.71;0.69;0.0;657;"2016-04-09 15:58:48"
14295;34.71;0.69;0.0;657;"2016-04-09 15:58:48"
14296;34.69;0.66;0.0;657;"2016-04-09 15:58:48"
14297;34.69;0.65;0.0;1284;"2016-04-09 15:58:48"
14298;34.69;0.66;0.0;1284;"2016-04-09 15:58:49"
14299;34.7;0.64;0.0;1284;"2016-04-09 15:58:49"
14300;34.69;0.68;0.0;1284;"2016-04-09 15:58:49"
14301;34.71;0.67;0.0;1284;"2016-04-09 15:58:49"
14302;34.71;0.62;0.0;1938;"2016-04-09 15:58:50"
14303;34.71;0.63;0.0;1938;"2016-04-09 15:58:50"
14304;34.71;0.66;0.0;1938;"2016-04-09 15:58:50"
14305;34.74;0.63;0.0;1938;"2016-04-09 15:58:50"
14306;34.75;0.63;0.0;1938;"2016-04-09 15:58:50"
14307;34.71;0.62;0.0;1938;"2016-04-09 15:58:50"
14308;34.71;0.61;0.0;3159;"2016-04-09 15:58:52"
14309;34.69;0.63;0.0;3159;"2016-04-09 15:58:52"
14310;34.71;0.65;0.0;3159;"2016-04-09 15:58:52"
14311;34.71;0.62;0.0;3159;"2016-04-09 15:58:52"
14312;34.67;0.63;0.0;3159;"2016-04-09 15:58:52"
14313;34.7;0.62;0.0;3159;"2016-04-09 15:58:52"
14314;34.71;0.64;0.0;3321;"2016-04-09 15:58:53"
14315;34.71;0.63;0.0;3321;"2016-04-09 15:58:53"
14316;34.71;0.64;0.0;3321;"2016-04-09 15:58:53"
14317;34.71;0.61;0.0;3321;"2016-04-09 15:58:53"
14318;34.71;0.61;0.0;3393;"2016-04-09 15:58:54"
14319;34.69;0.61;0.0;3393;"2016-04-09 15:58:54"
14320;34.71;0.6;0.0;3393;"2016-04-09 15:58:54"
14321;34.71;0.61;0.0;3393;"2016-04-09 15:58:54"
14322;34.75;0.61;0.0;3393;"2016-04-09 15:58:54"
14323;34.75;0.64;0.0;3393;"2016-04-09 15:58:54"
14324;34.75;0.6;0.0;3393;"2016-04-09 15:58:54"
14325;34.75;0.66;0.0;3417;"2016-04-09 15:58:55"
14326;34.75;0.61;0.0;3417;"2016-04-09 15:58:55"
14327;34.75;0.6;0.0;3417;"2016-04-09 15:58:55"
14328;34.75;0.6;0.0;3444;"2016-04-09 15:58:56"
14329;34.8;0.61;0.0;3399;"2016-04-09 15:58:57"
14330;34.77;0.6;0.0;3399;"2016-04-09 15:58:57"
14331;34.75;0.61;0.0;3399;"2016-04-09 15:58:57"
14332;34.75;0.61;0.0;3399;"2016-04-09 15:58:57"
14333;34.75;0.67;0.0;3399;"2016-04-09 15:58:57"
14334;34.75;0.79;0.0;3441;"2016-04-09 15:58:58"
14335;34.75;0.73;0.0;3441;"2016-04-09 15:58:58"
14336;34.77;0.73;0.0;3441;"2016-04-09 15:58:58"
14337;34.77;0.72;0.0;3441;"2016-04-09 15:58:58"
14338;34.77;0.75;0.0;3441;"2016-04-09 15:58:58"
14339;34.81;0.72;0.0;3609;"2016-04-09 15:59:00"
14340;34.81;0.74;0.0;3609;"2016-04-09 15:59:00"
14341;34.81;0.73;0.0;3609;"2016-04-09 15:59:00"
14342;34.77;0.73;0.0;3609;"2016-04-09 15:59:00"
14343;34.77;0.74;0.0;3609;"2016-04-09 15:59:00"
14344;34.81;0.72;0.0;3690;"2016-04-09 15:59:00"
14345;34.77;0.72;0.0;3690;"2016-04-09 15:59:01"
14346;34.81;0.72;0.0;3690;"2016-04-09 15:59:01"
14347;34.77;0.73;0.0;3690;"2016-04-09 15:59:01"
14348;34.77;0.72;0.0;3690;"2016-04-09 15:59:01"
14349;34.81;0.75;0.0;3690;"2016-04-09 15:59:01"
14350;34.8;0.78;0.0;3759;"2016-04-09 15:59:02"
14351;34.81;0.73;0.0;3759;"2016-04-09 15:59:02"
14352;34.77;0.73;0.0;3759;"2016-04-09 15:59:02"
14353;34.77;0.73;0.0;3759;"2016-04-09 15:59:02"
14354;34.81;0.75;0.0;3759;"2016-04-09 15:59:02"
14355;34.83;0.76;0.0;3771;"2016-04-09 15:59:04"
14356;34.83;0.75;0.0;3771;"2016-04-09 15:59:04"
14357;34.84;0.75;0.0;3771;"2016-04-09 15:59:05"
14358;34.85;0.79;0.0;3771;"2016-04-09 15:59:05"
14359;34.91;0.75;0.0;3999;"2016-04-09 15:59:09"
14360;34.91;0.73;0.0;3999;"2016-04-09 15:59:09"
14361;34.91;0.75;0.0;4029;"2016-04-09 15:59:10"
14362;34.91;0.75;0.0;4008;"2016-04-09 15:59:11"
14363;34.93;0.75;0.0;4008;"2016-04-09 15:59:11"
14364;34.92;0.78;0.0;4008;"2016-04-09 15:59:11"
14365;34.97;0.75;0.0;4032;"2016-04-09 15:59:12"
14366;34.99;0.78;0.0;4005;"2016-04-09 15:59:13"
14367;34.99;0.78;0.0;4005;"2016-04-09 15:59:13"
14368;34.99;0.74;0.0;4005;"2016-04-09 15:59:13"
14369;34.93;0.76;0.0;4005;"2016-04-09 15:59:13"
14370;34.93;0.74;0.0;4005;"2016-04-09 15:59:13"
14371;34.99;0.67;0.0;3825;"2016-04-09 15:59:16"
14372;34.99;0.02;0.0;3825;"2016-04-09 15:59:16"
14373;35.01;0.02;0.0;3825;"2016-04-09 15:59:16"
14374;35.01;0.02;0.0;3441;"2016-04-09 15:59:16"
14375;35.05;0.02;0.0;3441;"2016-04-09 15:59:17"
14376;35.05;0.02;0.0;3441;"2016-04-09 15:59:17"
14377;35.05;0.02;0.0;3441;"2016-04-09 15:59:17"
14378;35.05;0.02;0.0;2901;"2016-04-09 15:59:18"
14379;35.05;0.02;0.0;2901;"2016-04-09 15:59:18"
14380;35.07;0.02;0.0;2901;"2016-04-09 15:59:18"
14381;35.05;0.02;0.0;2901;"2016-04-09 15:59:18"
14382;35.01;0.02;0.0;2169;"2016-04-09 15:59:19"
14383;35.05;0.02;0.0;2169;"2016-04-09 15:59:19"
14384;35.05;0.02;0.0;1407;"2016-04-09 15:59:19"
14385;35.05;0.02;0.0;1407;"2016-04-09 15:59:20"
14386;35.05;0.02;0.0;1407;"2016-04-09 15:59:20"
14387;35.05;0.02;0.0;1407;"2016-04-09 15:59:20"
14388;35.01;0.02;0.0;1407;"2016-04-09 15:59:20"
14389;35.01;0.02;0.0;1407;"2016-04-09 15:59:20"
14390;34.99;0.02;0.0;1407;"2016-04-09 15:59:20"
14391;35.01;0.02;0.0;714;"2016-04-09 15:59:20"
14392;35.05;0.02;0.0;714;"2016-04-09 15:59:21"
14393;35.05;0.02;0.0;714;"2016-04-09 15:59:21"
14394;35.05;0.02;0.0;714;"2016-04-09 15:59:21"
14395;35.05;0.02;0.0;714;"2016-04-09 15:59:21"
14396;35.05;0.02;0.0;714;"2016-04-09 15:59:21"
14397;35.07;0.02;0.0;714;"2016-04-09 15:59:21"
14398;35.07;0.02;0.0;270;"2016-04-09 15:59:21"
14399;35.05;0.02;0.0;270;"2016-04-09 15:59:22"
14400;35.07;0.02;0.0;270;"2016-04-09 15:59:22"
14401;35.05;0.02;0.0;270;"2016-04-09 15:59:22"
14402;35.05;0.02;0.0;270;"2016-04-09 15:59:22"
14403;35.05;0.02;0.0;270;"2016-04-09 15:59:22"
14404;35.09;0.02;0.0;48;"2016-04-09 15:59:23"
14405;35.07;0.02;0.0;48;"2016-04-09 15:59:23"
14406;35.07;0.02;0.0;48;"2016-04-09 15:59:23"
14407;35.07;0.02;0.0;0;"2016-04-09 15:59:24"
14408;35.13;0.02;0.0;0;"2016-04-09 15:59:24"
14409;35.07;0.02;0.0;0;"2016-04-09 15:59:24"
14410;35.07;0.02;0.0;0;"2016-04-09 15:59:25"
14411;35.13;0.02;0.0;0;"2016-04-09 15:59:26"
14412;35.07;0.02;0.0;0;"2016-04-09 15:59:26"
14413;35.07;0.02;0.0;0;"2016-04-09 15:59:26"
14414;35.07;0.02;0.0;0;"2016-04-09 15:59:26"
14415;35.05;0.02;0.0;0;"2016-04-09 15:59:26"
14416;35.07;0.02;0.0;0;"2016-04-09 15:59:27"
14417;35.05;0.02;0.0;0;"2016-04-09 15:59:27"
14418;35.05;0.02;0.0;0;"2016-04-09 15:59:27"
14419;35.05;0.02;0.0;0;"2016-04-09 15:59:27"
14420;35.05;0.02;0.0;0;"2016-04-09 15:59:27"
14421;35.07;0.02;0.0;0;"2016-04-09 15:59:27"
14422;34.97;1.05;0.0;33;"2016-04-09 16:00:59"
14423;34.97;1.11;0.0;33;"2016-04-09 16:00:59"
14424;34.97;0.92;0.0;207;"2016-04-09 16:01:00"
14425;34.97;0.84;0.0;207;"2016-04-09 16:01:00"
14426;34.97;0.84;0.0;207;"2016-04-09 16:01:00"
14427;34.97;0.77;0.0;651;"2016-04-09 16:01:01"
14428;34.97;0.74;0.0;651;"2016-04-09 16:01:01"
14429;34.99;0.67;0.0;651;"2016-04-09 16:01:01"
14430;34.99;0.65;0.0;1269;"2016-04-09 16:01:02"
14431;34.97;0.69;0.0;1269;"2016-04-09 16:01:02"
14432;34.99;0.63;0.0;1269;"2016-04-09 16:01:02"
14433;34.99;0.64;0.0;1269;"2016-04-09 16:01:02"
14434;34.97;0.64;0.0;1269;"2016-04-09 16:01:02"
14435;34.99;0.73;0.0;1941;"2016-04-09 16:01:02"
14436;34.99;0.65;0.0;1941;"2016-04-09 16:01:03"
14437;34.99;0.67;0.0;1941;"2016-04-09 16:01:03"
14438;34.98;0.74;0.0;1941;"2016-04-09 16:01:03"
14439;35.01;0.68;0.0;2640;"2016-04-09 16:01:03"
14440;35.01;0.69;0.0;2640;"2016-04-09 16:01:04"
14441;34.99;0.68;0.0;2640;"2016-04-09 16:01:04"
14442;34.97;0.67;0.0;2640;"2016-04-09 16:01:04"
14443;34.97;0.72;0.0;3213;"2016-04-09 16:01:04"
14444;34.99;0.67;0.0;3213;"2016-04-09 16:01:05"
14445;35.01;0.71;0.0;3213;"2016-04-09 16:01:05"
14446;34.99;0.7;0.0;3213;"2016-04-09 16:01:05"
14447;34.97;0.67;0.0;3213;"2016-04-09 16:01:05"
14448;34.99;0.74;0.0;3213;"2016-04-09 16:01:05"
14449;35.01;0.72;0.0;3492;"2016-04-09 16:01:05"
14450;35.01;0.67;0.0;3492;"2016-04-09 16:01:06"
14451;34.98;0.74;0.0;3492;"2016-04-09 16:01:06"
14452;34.99;0.74;0.0;3609;"2016-04-09 16:01:07"
14453;34.99;0.68;0.0;3609;"2016-04-09 16:01:07"
14454;34.99;0.74;0.0;3645;"2016-04-09 16:01:08"
14455;34.97;0.67;0.0;3645;"2016-04-09 16:01:08"
14456;34.99;0.67;0.0;3645;"2016-04-09 16:01:08"
14457;34.99;0.68;0.0;3624;"2016-04-09 16:01:09"
14458;34.99;0.68;0.0;3624;"2016-04-09 16:01:09"
14459;34.97;0.67;0.0;3624;"2016-04-09 16:01:09"
14460;34.99;0.68;0.0;3636;"2016-04-09 16:01:10"
14461;34.97;0.67;0.0;3636;"2016-04-09 16:01:10"
14462;34.99;0.68;0.0;3669;"2016-04-09 16:01:11"
14463;35.01;0.72;0.0;3669;"2016-04-09 16:01:11"
14464;35.01;0.74;0.0;3672;"2016-04-09 16:01:12"
14465;35.05;0.73;0.0;3690;"2016-04-09 16:01:12"
14466;35.05;0.7;0.0;3690;"2016-04-09 16:01:12"
14467;35.05;0.68;0.0;3690;"2016-04-09 16:01:13"
14468;35.05;0.72;0.0;3690;"2016-04-09 16:01:13"
14469;35.05;0.67;0.0;3690;"2016-04-09 16:01:13"
