"receivedTime";"magnitude1";"magnitude2"
"2016-04-12 13:18:07";533;621
"2016-04-12 13:18:07";533;621
"2016-04-12 13:18:07";533;620
"2016-04-12 13:18:07";533;620
"2016-04-12 13:18:07";533;620
"2016-04-12 13:18:07";533;620
"2016-04-12 13:18:07";533;620
"2016-04-12 13:18:07";533;620
"2016-04-12 13:18:07";533;620
"2016-04-12 13:18:07";534;620
"2016-04-12 13:18:07";534;620
"2016-04-12 13:18:07";533;620
"2016-04-12 13:18:07";534;620
"2016-04-12 13:18:07";533;619
"2016-04-12 13:18:07";533;619
"2016-04-12 13:18:07";533;619
"2016-04-12 13:18:07";533;619
"2016-04-12 13:18:07";533;619
"2016-04-12 13:18:07";533;619
"2016-04-12 13:18:07";533;619
"2016-04-12 13:18:07";533;619
"2016-04-12 13:18:07";532;618
"2016-04-12 13:18:07";532;618
"2016-04-12 13:18:07";532;618
"2016-04-12 13:18:07";532;618
"2016-04-12 13:18:08";532;618
"2016-04-12 13:18:08";532;618
"2016-04-12 13:18:08";532;618
"2016-04-12 13:18:08";532;618
"2016-04-12 13:18:08";532;618
"2016-04-12 13:18:08";532;618
"2016-04-12 13:18:08";532;618
"2016-04-12 13:18:08";532;619
"2016-04-12 13:18:08";532;618
"2016-04-12 13:18:08";532;619
"2016-04-12 13:18:08";532;619
"2016-04-12 13:18:08";532;619
"2016-04-12 13:18:08";531;619
"2016-04-12 13:18:08";531;619
"2016-04-12 13:18:08";531;619
"2016-04-12 13:18:08";531;619
"2016-04-12 13:18:08";531;619
"2016-04-12 13:18:08";531;619
"2016-04-12 13:18:08";531;619
"2016-04-12 13:18:08";531;619
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";532;621
"2016-04-12 13:18:08";532;620
"2016-04-12 13:18:08";532;621
"2016-04-12 13:18:08";532;621
"2016-04-12 13:18:08";532;620
"2016-04-12 13:18:08";532;620
"2016-04-12 13:18:08";532;620
"2016-04-12 13:18:08";532;620
"2016-04-12 13:18:08";532;620
"2016-04-12 13:18:08";532;620
"2016-04-12 13:18:08";532;620
"2016-04-12 13:18:08";532;620
"2016-04-12 13:18:08";533;620
"2016-04-12 13:18:08";533;620
"2016-04-12 13:18:08";533;620
"2016-04-12 13:18:08";533;620
"2016-04-12 13:18:08";533;620
"2016-04-12 13:18:08";533;620
"2016-04-12 13:18:08";533;620
"2016-04-12 13:18:08";533;620
"2016-04-12 13:18:08";533;620
"2016-04-12 13:18:08";533;619
"2016-04-12 13:18:08";533;619
"2016-04-12 13:18:08";533;619
"2016-04-12 13:18:08";533;619
"2016-04-12 13:18:08";533;619
"2016-04-12 13:18:08";533;619
"2016-04-12 13:18:08";533;619
"2016-04-12 13:18:08";533;619
"2016-04-12 13:18:08";533;619
"2016-04-12 13:18:08";533;619
"2016-04-12 13:18:08";533;619
"2016-04-12 13:18:08";532;619
"2016-04-12 13:18:08";532;619
"2016-04-12 13:18:08";532;619
"2016-04-12 13:18:08";532;618
"2016-04-12 13:18:08";531;622
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;622
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";531;621
"2016-04-12 13:18:08";532;621
"2016-04-12 13:18:08";532;621
"2016-04-12 13:18:08";532;621
"2016-04-12 13:18:08";532;621
"2016-04-12 13:18:08";532;621
"2016-04-12 13:18:08";532;621
