,Unnamed: 0,current,temp,rpm,vibrAvg,vibrStd
118,118,4.2,29.09,4440.0,663.8027777777778,100.75472138402667
119,119,4.34,29.09,4440.0,637.9722222222222,106.62397221365036
120,120,4.22,29.09,4785.0,655.1944444444445,100.50263110000998
121,121,4.29,29.09,4785.0,648.8722222222223,103.18820618201349
122,122,4.39,29.09,4785.0,660.8138888888889,102.37160699241697
123,123,4.35,29.09,4785.0,653.8888888888889,95.13148146345719
124,124,4.18,29.09,4785.0,653.5361111111112,101.947229412459
125,125,4.29,29.09,4785.0,642.4416666666667,98.61227068958281
126,126,4.31,29.09,4785.0,627.0472222222222,105.79500877249758
127,127,4.25,29.09,4785.0,655.5833333333334,95.56867077307987
128,128,4.32,29.09,4785.0,670.8722222222223,82.65302512145817
129,129,4.29,29.09,4785.0,665.2833333333333,86.47217118176742
130,130,4.15,29.09,4785.0,676.2722222222222,77.58492340336602
131,131,4.29,29.09,4785.0,661.9916666666667,93.36111156567159
132,132,4.35,29.09,4785.0,653.375,92.11754033703406
