,vibration
12351,681
12352,728
12353,734
12354,708
12355,699
12356,708
12357,728
12358,738
12359,726
12360,738
12361,705
12362,660
12363,670
12364,709
12365,721
12366,693
12367,675
12368,690
12369,707
12370,707
12371,690
12372,669
12373,681
12374,703
12375,702
12376,698
12377,693
12378,682
12379,680
12380,682
12381,681
12382,666
12383,643
12384,639
12385,646
12386,637
12387,613
12388,602
12389,614
12390,641
12391,658
12392,673
12393,695
12394,717
12395,735
12396,738
12397,738
12398,738
12399,710
12400,713
12401,735
12402,716
12403,686
12404,669
12405,667
12406,677
12407,670
12408,644
12409,700
12410,667
12411,641
12412,656
12413,683
12414,684
12415,670
12416,667
12417,681
12418,700
12419,702
12420,705
12421,693
12422,670
12423,676
12424,687
12425,682
12426,665
12427,660
12428,681
12429,695
12430,711
12431,726
12432,708
12433,679
12434,683
12435,701
12436,693
12437,666
12438,654
12439,657
12440,654
12441,632
12442,606
12443,601
12444,614
12445,638
12446,665
12447,687
12448,691
12449,694
12450,728
12451,738
12452,721
12453,719
12454,735
12455,738
12456,738
12457,705
12458,666
12459,644
12460,645
12461,653
12462,660
12463,650
12464,657
12465,657
12466,653
12467,669
12468,661
12469,657
12470,684
12471,695
12472,709
12473,727
12474,720
12475,717
12476,720
12477,718
12478,709
12479,690
12480,686
12481,691
12482,678
12483,665
12484,661
12485,652
12486,648
12487,640
12488,627
12489,627
12490,628
12491,632
12492,623
12493,606
12494,607
12495,618
12496,647
12497,677
12498,682
12499,686
12500,697
12501,706
12502,710
12503,687
12504,668
12505,684
12506,712
12507,718
12508,692
12509,663
12510,650
12511,668
12512,690
12513,693
12514,698
12515,707
12516,698
12517,673
12518,644
12519,637
12520,637
12521,632
12522,623
12523,608
12524,607
12525,626
12526,653
12527,664
12528,661
12529,685
12530,725
12531,739
12532,738
12533,705
12534,687
12535,693
12536,695
12537,678
12538,653
12539,652
12540,664
12541,665
12542,671
12543,675
12544,670
12545,667
12546,674
12547,682
12548,675
12549,657
12550,648
12551,650
12552,648
12553,647
12554,651
12555,664
12556,682
12557,702
12558,701
12559,681
12560,680
12561,704
12562,717
12563,720
12564,725
12565,718
12566,692
12567,681
12568,690
12569,689
12570,664
12571,651
12572,653
12573,646
12574,652
12575,660
12576,667
12577,672
12578,676
12579,672
12580,648
12581,624
12582,633
12583,678
12584,698
12585,671
12586,677
12587,719
12588,729
12589,703
12590,663
12591,663
12592,716
12593,738
12594,738
12595,712
12596,686
12597,699
12598,686
12599,672
12600,687
12601,671
12602,681
12603,715
12604,705
12605,694
12606,685
12607,657
12608,657
12609,697
12610,682
12611,680
12612,673
12613,653
12614,651
12615,661
12616,666
12617,651
12618,637
12619,653
12620,675
12621,680
12622,678
12623,664
12624,655
12625,685
12626,714
12627,697
12628,679
12629,683
12630,671
12631,671
12632,694
12633,688
12634,677
12635,679
12636,685
12637,687
12638,678
12639,661
12640,644
12641,643
12642,658
12643,675
12644,692
12645,714
12646,718
12647,686
12648,672
12649,707
12650,735
12651,711
12652,677
12653,681
12654,682
12655,643
12656,616
12657,625
12658,656
12659,738
12660,738
12661,724
12662,672
12663,651
12664,675
12665,695
12666,673
12667,627
12668,617
12669,653
12670,674
12671,655
12672,652
12673,674
12674,668
12675,652
12676,660
12677,637
12678,590
12679,582
12680,618
12681,669
12682,684
12683,652
12684,645
12685,696
12686,735
12687,718
12688,700
12689,708
12690,707
12691,688
12692,671
12693,677
12694,687
12695,687
12696,674
12697,658
12698,671
12699,694
12700,687
12701,661
12702,664
12703,691
12704,703
12705,693
12706,680
12707,674
12708,677
12709,682
12710,696
12711,704
12712,698
12713,680
12714,661
12715,657
12716,670
12717,680
12718,682
12719,681
12720,698
12721,703
12722,705
12723,676
12724,676
12725,708
12726,701
12727,660
12728,652
12729,671
12730,664
12731,641
12732,653
12733,669
12734,659
12735,657
12736,678
12737,701
12738,706
12739,690
12740,671
12741,652
12742,639
12743,640
12744,641
12745,618
12746,604
12747,620
12748,626
12749,627
12750,647
12751,667
12752,681
12753,690
12754,696
12755,706
12756,714
12757,730
12758,720
12759,679
12760,642
12761,638
12762,672
12763,694
12764,652
12765,600
12766,597
12767,614
12768,621
12769,628
12770,640
12771,646
12772,672
12773,710
12774,711
12775,685
12776,676
12777,692
12778,707
12779,718
12780,717
12781,702
12782,684
12783,666
12784,682
12785,716
12786,702
12787,661
12788,652
12789,672
12790,681
12791,665
12792,646
12793,641
12794,654
12795,676
12796,686
12797,682
12798,676
12799,674
12800,696
12801,720
12802,697
12803,656
12804,648
12805,661
12806,656
12807,628
12808,610
12809,689
12810,685
12811,685
12812,675
12813,660
12814,635
12815,609
12816,616
12817,637
12818,632
12819,643
12820,672
12821,687
12822,708
12823,723
12824,729
12825,720
12826,688
12827,685
12828,688
12829,653
12830,642
12831,663
12832,694
12833,724
12834,716
12835,689
12836,694
12837,715
12838,728
12839,728
12840,717
12841,712
12842,712
12843,710
12844,605
12845,675
12846,682
12847,692
12848,680
12849,689
12850,700
12851,693
12852,696
12853,666
12854,628
12855,634
12856,652
12857,685
12858,682
12859,646
12860,649
12861,646
12862,636
12863,628
12864,653
12865,678
12866,672
12867,676
12868,694
12869,711
12870,705
12871,686
12872,701
12873,722
12874,701
12875,681
12876,691
12877,708
12878,684
12879,670
12880,680
12881,670
12882,653
12883,645
12884,657
12885,681
12886,689
12887,694
12888,693
12889,695
12890,703
12891,701
12892,709
12893,727
12894,727
12895,706
12896,670
12897,646
12898,645
12899,636
12900,631
12901,625
12902,609
12903,623
12904,633
12905,624
12906,641
12907,663
12908,659
12909,629
12910,668
12911,676
12912,665
12913,661
12914,668
12915,667
12916,634
12917,613
12918,639
12919,651
12920,621
12921,598
12922,618
12923,675
12924,695
12925,684
12926,698
12927,720
12928,719
12929,727
12930,738
12931,738
12932,738
12933,724
12934,702
12935,675
12936,666
12937,677
12938,676
12939,669
12940,671
12941,676
12942,680
12943,667
12944,648
12945,650
12946,680
12947,693
12948,684
12949,685
12950,674
12951,663
12952,682
12953,685
12954,663
12955,658
12956,673
12957,674
12958,655
12959,616
12960,600
12961,630
12962,657
12963,673
12964,672
12965,659
12966,668
12967,685
12968,687
12969,690
12970,687
12971,679
12972,668
12973,680
12974,721
12975,703
12976,639
12977,637
12978,681
12979,703
12980,695
12981,673
12982,680
12983,712
12984,712
12985,682
12986,658
12987,675
12988,718
12989,729
12990,710
12991,702
12992,715
12993,720
12994,699
12995,669
12996,659
12997,675
12998,670
12999,647
13000,636
13001,632
13002,625
13003,616
13004,614
13005,631
13006,636
13007,624
13008,616
13009,665
13010,642
13011,633
13012,648
13013,678
13014,692
13015,683
13016,676
13017,668
13018,657
13019,667
13020,683
13021,689
13022,696
13023,721
13024,725
13025,687
13026,649
13027,658
13028,693
13029,708
13030,700
13031,700
13032,715
13033,715
13034,693
13035,689
13036,697
13037,702
13038,699
13039,673
13040,647
13041,640
13042,637
13043,639
13044,657
13045,680
13046,692
13047,688
13048,680
13049,667
13050,644
13051,632
13052,629
13053,624
13054,625
13055,623
13056,613
13057,613
13058,634
13059,666
13060,693
13061,692
13062,698
13063,728
13064,738
13065,738
13066,738
13067,738
13068,738
13069,732
13070,703
13071,676
13072,667
13073,674
13074,677
13075,666
13076,655
13077,661
13078,679
13079,673
13080,653
13081,656
13082,666
13083,673
13084,676
13085,652
13086,624
13087,625
13088,656
13089,678
13090,677
13091,683
13092,712
13093,724
13094,700
13095,665
13096,661
13097,683
13098,690
13099,691
13100,686
13101,673
13102,665
13103,663
13104,670
13105,688
13106,706
13107,709
13108,691
13109,720
13110,717
13111,717
13112,717
13113,711
13114,711
13115,698
13116,682
13117,691
13118,700
13119,682
13120,645
13121,626
13122,637
13123,643
13124,632
13125,628
13126,641
13127,654
13128,642
13129,634
13130,656
13131,688
13132,683
13133,671
13134,694
13135,694
13136,684
13137,703
13138,726
13139,726
13140,705
13141,699
13142,714
13143,725
13144,727
13145,719
13146,718
13147,721
13148,675
13149,639
13150,663
13151,681
13152,687
13153,693
13154,694
13155,715
13156,722
13157,702
13158,683
13159,633
13160,660
13161,690
13162,687
13163,677
13164,686
13165,714
13166,728
13167,719
13168,727
13169,735
13170,699
13171,675
13172,706
13173,732
13174,721
13175,675
13176,652
13177,676
13178,702
13179,682
13180,633
13181,644
13182,706
13183,703
13184,648
13185,649
13186,684
13187,685
13188,662
13189,653
13190,651
13191,634
13192,615
13193,618
13194,653
13195,654
13196,619
13197,613
13198,643
13199,662
13200,652
13201,643
13202,646
13203,652
13204,675
13205,683
13206,673
13207,687
13208,708
13209,707
13210,679
13211,683
13212,705
13213,707
13214,682
13215,682
13216,687
13217,679
13218,670
13219,677
13220,682
13221,678
13222,676
13223,673
13224,694
13225,721
13226,709
13227,703
13228,707
13229,696
13230,693
13231,699
13232,694
13233,678
13234,656
13235,648
13236,647
13237,651
13238,616
13239,573
13240,582
13241,620
13242,639
13243,642
13244,656
13245,671
13246,676
13247,692
13248,719
13249,721
13250,698
13251,707
13252,735
13253,738
13254,700
13255,667
13256,642
13257,641
13258,679
13259,702
13260,668
13261,656
13262,682
13263,700
13264,701
13265,690
13266,692
13267,718
13268,715
13269,665
13270,638
13271,659
13272,690
13273,675
13274,642
13275,641
13276,631
13277,623
13278,645
13279,640
13280,626
13281,646
13282,668
13283,691
13284,701
13285,681
13286,676
13287,686
13288,703
13289,712
13290,703
13291,700
13292,703
13293,698
13294,701
13295,709
13296,712
13297,715
13298,709
13299,686
13300,673
13301,682
13302,684
13303,660
13304,645
13305,655
13306,666
13307,659
13308,645
13309,661
13310,686
13311,710
13312,716
13313,702
13314,695
13315,718
13316,737
13317,711
13318,684
13319,684
13320,687
13321,693
13322,701
13323,693
13324,684
13325,682
13326,688
13327,705
13328,696
13329,655
13330,641
13331,668
13332,660
13333,617
13334,585
13335,608
13336,647
13337,656
13338,643
13339,639
13340,666
13341,677
13342,660
13343,673
13344,730
13345,738
13346,738
13347,738
13348,738
13349,738
13350,717
13351,696
13352,726
13353,738
13354,681
13355,637
13356,655
13357,691
13358,679
13359,699
13360,702
13361,690
13362,680
13363,667
13364,674
13365,709
13366,698
13367,656
13368,658
13369,677
13370,671
13371,649
13372,632
13373,628
13374,634
13375,641
13376,644
13377,641
13378,645
13379,656
13380,659
13381,657
13382,648
13383,640
13384,669
13385,687
13386,691
13387,707
13388,723
13389,730
13390,724
13391,716
13392,725
13393,737
13394,713
13395,677
13396,668
13397,675
13398,676
13399,660
13400,640
13401,646
13402,661
13403,661
13404,648
13405,633
13406,645
13407,671
13408,684
13409,695
13410,692
13411,667
13412,660
13413,665
13414,640
13415,605
13416,605
13417,631
13418,657
13419,667
13420,661
13421,666
13422,670
13423,649
13424,632
13425,646
13426,666
13427,678
13428,698
13429,712
13430,718
13431,706
13432,683
13433,691
13434,727
13435,736
13436,721
13437,701
13438,678
13439,665
13440,657
13441,651
13442,654
13443,654
13444,647
13445,651
13446,657
13447,649
13448,626
13449,611
13450,631
13451,651
13452,642
13453,631
13454,628
13455,639
13456,665
13457,673
13458,669
13459,685
13460,680
13461,681
13462,683
13463,682
13464,696
13465,697
13466,700
13467,721
13468,719
13469,695
13470,684
13471,676
13472,663
13473,648
13474,636
13475,643
13476,643
13477,638
13478,645
13479,648
13480,647
13481,651
13482,650
13483,647
13484,658
13485,690
13486,712
13487,707
13488,697
13489,705
13490,725
13491,738
13492,738
13493,719
13494,690
13495,705
13496,735
13497,717
13498,679
13499,663
13500,666
13501,673
13502,665
13503,644
13504,639
13505,654
13506,654
13507,639
13508,637
13509,632
13510,624
13511,635
13512,659
13513,696
13514,709
13515,683
13516,670
13517,690
13518,696
13519,694
13520,712
13521,730
13522,716
13523,680
13524,662
13525,669
13526,668
13527,657
13528,649
13529,648
13530,649
13531,632
13532,625
13533,632
13534,629
13535,631
13536,655
13537,682
13538,691
13539,688
13540,678
13541,673
13542,691
13543,706
13544,694
13545,693
13546,716
13547,735
13548,711
13549,691
13550,707
13551,706
13552,689
13553,687
13554,690
13555,691
13556,681
13557,676
13558,693
13559,606
13560,598
13561,609
13562,629
13563,639
13564,659
13565,670
13566,675
13567,695
13568,703
13569,692
13570,684
13571,675
13572,693
13573,729
13574,707
13575,669
13576,681
13577,715
13578,734
13579,701
13580,661
13581,671
13582,686
13583,678
13584,647
13585,602
13586,607
13587,639
13588,620
13589,588
13590,600
13591,645
13592,693
13593,708
13594,683
13595,672
13596,690
13597,707
13598,694
13599,664
13600,665
13601,695
13602,713
13603,705
13604,675
13605,653
13606,682
13607,731
13608,738
13609,682
13610,687
13611,692
13612,676
13613,675
13614,668
13615,649
13616,656
13617,671
13618,671
13619,662
13620,635
13621,635
13622,659
13623,661
13624,645
13625,622
13626,616
13627,657
13628,679
13629,647
13630,636
13631,691
13632,738
13633,738
13634,668
13635,686
13636,738
13637,738
13638,716
13639,648
13640,650
13641,679
13642,685
13643,666
13644,646
13645,648
13646,647
13647,660
13648,686
13649,667
13650,648
13651,673
13652,690
13653,692
13654,684
13655,655
13656,633
13657,631
13658,666
13659,651
13660,662
13661,671
13662,655
13663,626
13664,625
13665,637
13666,633
13667,636
13668,644
13669,661
13670,689
13671,696
13672,693
13673,675
13674,668
13675,678
13676,671
13677,664
13678,684
13679,706
13680,711
13681,712
13682,722
13683,716
13684,691
13685,705
13686,738
13687,738
13688,728
13689,679
13690,683
13691,705
13692,704
13693,688
13694,682
13695,711
13696,729
13697,721
13698,736
13699,731
13700,681
13701,655
13702,683
13703,691
13704,644
13705,598
13706,606
13707,623
13708,616
13709,617
13710,660
13711,685
13712,667
13713,651
13714,684
13715,720
13716,735
13717,738
13718,738
13719,738
13720,738
13721,716
13722,700
13723,715
13724,712
13725,696
13726,679
13727,673
13728,680
13729,672
13730,638
13731,621
13732,645
13733,666
13734,660
13735,648
13736,659
13737,677
13738,672
13739,655
13740,660
13741,667
13742,664
13743,675
13744,699
13745,714
13746,696
13747,663
13748,683
13749,712
13750,702
13751,699
13752,714
13753,723
13754,712
13755,683
13756,663
13757,670
13758,693
13759,699
13760,729
13761,738
13762,738
13763,733
13764,738
13765,731
13766,700
13767,677
13768,659
13769,643
13770,650
13771,672
13772,687
13773,662
13774,617
13775,619
13776,658
13777,676
13778,664
13779,658
13780,673
13781,686
13782,697
13783,700
13784,679
13785,655
13786,661
13787,698
13788,732
13789,725
13790,709
13791,730
13792,738
13793,738
13794,705
13795,681
13796,696
13797,714
13798,692
13799,662
13800,662
13801,696
13802,724
13803,717
13804,701
13805,693
13806,692
13807,702
13808,693
13809,674
13810,694
13811,707
13812,700
13813,686
13814,667
13815,663
13816,678
13817,663
13818,635
13819,613
13820,599
13821,606
13822,618
13823,620
13824,637
13825,665
13826,677
13827,696
13828,722
13829,711
13830,686
13831,698
13832,738
13833,738
13834,738
13835,702
13836,722
13837,734
13838,699
13839,664
13840,645
13841,635
13842,630
13843,629
13844,634
13845,627
13846,626
13847,662
13848,675
13849,654
13850,654
13851,667
13852,674
13853,663
13854,656
13855,682
13856,696
13857,671
13858,659
13859,695
13860,696
13861,701
13862,726
13863,729
13864,718
13865,726
13866,738
13867,728
13868,699
13869,680
13870,685
13871,701
13872,700
13873,682
13874,669
13875,674
13876,676
13877,663
13878,656
13879,663
13880,688
13881,712
13882,694
13883,688
13884,725
13885,712
13886,648
13887,639
13888,674
13889,682
13890,641
13891,615
13892,640
13893,656
13894,640
13895,636
13896,661
13897,669
13898,645
13899,658
13900,715
13901,737
13902,715
13903,717
13904,732
13905,738
13906,738
13907,713
13908,684
13909,640
13910,686
13911,724
13912,729
13913,716
13914,713
13915,699
13916,670
13917,649
13918,637
13919,617
13920,596
13921,606
13922,623
13923,628
13924,634
13925,629
13926,637
13927,661
13928,668
13929,655
13930,646
13931,651
13932,673
13933,707
13934,720
13935,688
13936,677
13937,717
13938,738
13939,738
13940,681
13941,670
13942,690
13943,667
13944,627
13945,623
13946,642
13947,639
13948,624
13949,626
13950,665
13951,707
13952,696
13953,662
13954,682
13955,718
13956,738
13957,738
13958,718
13959,606
13960,620
13961,636
13962,611
13963,582
13964,597
13965,644
13966,676
13967,678
13968,683
13969,690
13970,704
13971,696
13972,679
13973,699
13974,728
13975,729
13976,707
13977,703
13978,721
13979,711
13980,672
13981,660
13982,660
13983,664
13984,668
13985,657
13986,653
13987,651
13988,630
13989,622
13990,643
13991,653
13992,627
13993,611
13994,644
13995,680
13996,668
13997,645
13998,650
13999,684
14000,702
14001,689
14002,673
14003,687
14004,705
14005,702
14006,690
14007,695
14008,714
14009,666
14010,684
14011,691
14012,696
14013,694
14014,695
14015,706
14016,695
14017,673
14018,682
14019,689
14020,683
14021,686
14022,679
14023,658
14024,653
14025,656
14026,636
14027,617
14028,637
14029,665
14030,677
14031,681
14032,674
14033,679
14034,696
14035,679
14036,664
14037,674
14038,681
14039,684
14040,691
14041,711
14042,722
14043,682
14044,654
14045,664
14046,650
14047,644
14048,672
14049,708
14050,723
14051,707
14052,695
14053,713
14054,733
14055,714
14056,691
14057,706
14058,733
14059,721
14060,733
14061,738
14062,738
14063,716
14064,714
14065,720
14066,715
14067,695
14068,676
14069,678
14070,679
14071,677
14072,668
14073,663
14074,672
14075,661
14076,656
14077,681
14078,681
14079,661
14080,665
14081,654
14082,656
14083,682
14084,679
14085,674
14086,688
14087,691
14088,682
14089,665
14090,656
14091,663
14092,653
14093,654
14094,643
14095,633
14096,669
14097,690
14098,681
14099,695
14100,719
14101,718
14102,712
14103,716
14104,711
14105,696
14106,684
14107,676
14108,661
14109,663
14110,680
14111,685
14112,691
14113,713
14114,716
14115,695
14116,697
14117,696
14118,696
14119,712
14120,715
14121,706
14122,693
14123,670
14124,663
14125,685
14126,712
14127,710
14128,691
14129,702
14130,728
14131,724
14132,707
14133,710
14134,715
14135,708
14136,706
14137,683
14138,655
14139,649
14140,656
14141,668
14142,667
14143,639
14144,630
14145,647
14146,626
14147,592
14148,588
14149,611
14150,637
14151,633
14152,616
14153,616
14154,620
14155,633
14156,653
14157,668
14158,691
14159,651
14160,669
14161,666
14162,673
14163,679
14164,675
14165,682
14166,694
14167,694
14168,689
14169,699
14170,710
14171,702
14172,695
14173,690
14174,683
14175,690
14176,687
14177,677
14178,669
14179,658
14180,652
14181,647
14182,639
14183,633
14184,613
14185,617
14186,661
14187,695
14188,687
14189,677
14190,687
14191,702
14192,705
14193,702
14194,697
14195,686
14196,693
14197,716
14198,701
14199,660
14200,654
14201,686
14202,714
14203,699
14204,671
14205,689
14206,726
14207,738
14208,738
14209,738
14210,707
14211,683
14212,707
14213,738
14214,738
14215,704
14216,671
14217,667
14218,668
14219,664
14220,661
14221,640
14222,622
14223,647
14224,691
14225,688
14226,654
14227,642
14228,674
14229,712
14230,719
14231,690
14232,663
14233,682
14234,735
14235,729
14236,665
14237,647
14238,686
14239,722
14240,714
14241,671
14242,662
14243,703
14244,715
14245,690
14246,682
14247,695
14248,697
14249,687
14250,679
14251,675
14252,653
14253,638
14254,656
14255,683
14256,693
14257,688
14258,672
14259,706
14260,684
14261,693
14262,720
14263,729
14264,709
14265,680
14266,681
14267,698
14268,689
14269,674
14270,663
14271,660
14272,652
14273,646
14274,674
14275,701
14276,690
14277,673
14278,657
14279,645
14280,640
14281,636
14282,627
14283,610
14284,608
14285,622
14286,622
14287,608
14288,606
14289,618
14290,633
14291,655
14292,676
14293,689
14294,706
14295,708
14296,710
14297,738
14298,738
14299,738
14300,723
14301,705
14302,690
14303,653
14304,625
14305,630
14306,635
14307,648
14308,657
14309,603
14310,589
14311,644
14312,698
14313,695
14314,673
14315,669
14316,683
14317,675
14318,647
14319,628
14320,630
14321,650
14322,666
14323,671
14324,673
14325,662
14326,668
14327,697
14328,712
14329,697
14330,683
14331,693
14332,696
14333,676
14334,671
14335,689
14336,693
14337,685
14338,676
14339,663
14340,654
14341,653
14342,676
14343,689
14344,679
14345,677
14346,688
14347,696
14348,689
14349,675
14350,674
14351,697
14352,715
14353,695
14354,632
14355,588
14356,604
14357,645
14358,665
14359,606
14360,612
14361,618
14362,634
14363,669
14364,659
14365,627
14366,628
14367,671
14368,726
14369,738
14370,716
14371,697
14372,707
14373,736
14374,738
14375,697
14376,662
14377,689
14378,725
14379,711
14380,670
14381,647
14382,645
14383,641
14384,627
14385,629
14386,631
14387,616
14388,625
14389,659
14390,666
14391,657
14392,667
14393,677
14394,685
14395,694
14396,700
14397,687
14398,663
14399,671
14400,704
14401,703
14402,671
14403,655
14404,674
14405,715
14406,733
14407,706
14408,684
14409,703
14410,686
14411,656
14412,653
14413,646
14414,626
14415,621
14416,625
14417,631
14418,633
14419,639
14420,662
14421,688
14422,692
14423,691
14424,717
14425,738
14426,738
14427,696
14428,672
14429,692
14430,697
14431,679
14432,665
14433,668
14434,687
14435,700
14436,676
14437,644
14438,643
14439,658
14440,658
14441,657
14442,654
14443,633
14444,633
14445,651
14446,667
14447,652
14448,632
14449,655
14450,693
14451,713
14452,717
14453,707
14454,707
14455,720
14456,723
14457,722
14458,708
14459,710
14460,698
14461,716
14462,738
14463,710
14464,660
14465,644
14466,659
14467,681
14468,684
14469,662
14470,655
14471,677
14472,684
14473,677
14474,689
14475,703
14476,701
14477,700
14478,700
14479,677
14480,650
14481,634
14482,642
14483,648
14484,624
14485,599
14486,618
14487,655
14488,658
14489,655
14490,657
14491,655
14492,664
14493,681
14494,683
14495,673
14496,676
14497,693
14498,712
14499,729
14500,738
14501,714
14502,709
14503,727
14504,736
14505,736
14506,717
14507,708
14508,715
14509,665
14510,680
14511,693
14512,693
14513,671
14514,660
14515,695
14516,715
14517,700
14518,685
14519,661
14520,645
14521,637
14522,619
14523,620
14524,647
14525,676
14526,708
14527,738
14528,738
14529,711
14530,654
14531,673
14532,735
14533,723
14534,660
14535,653
14536,690
14537,699
14538,663
14539,625
14540,629
14541,675
14542,693
14543,666
14544,662
14545,704
14546,735
14547,707
14548,668
14549,651
14550,642
14551,640
14552,633
14553,631
14554,629
14555,616
14556,635
14557,659
14558,660
14559,637
14560,634
14561,639
14562,643
14563,630
14564,626
14565,621
14566,627
14567,680
14568,736
14569,738
14570,694
14571,693
14572,738
14573,738
14574,714
14575,691
14576,711
14577,719
14578,676
14579,606
14580,590
14581,627
14582,648
14583,651
14584,671
14585,709
14586,720
14587,694
14588,692
14589,707
14590,701
14591,678
14592,652
14593,645
14594,651
14595,642
14596,646
14597,664
14598,691
14599,723
14600,738
14601,738
14602,698
14603,674
14604,694
14605,708
14606,696
14607,671
14608,646
14609,704
14610,671
14611,648
14612,641
14613,624
14614,614
14615,615
14616,632
14617,670
14618,706
14619,718
14620,736
14621,738
14622,690
14623,668
14624,680
14625,675
14626,656
14627,650
14628,649
14629,625
14630,604
14631,628
14632,634
14633,618
14634,636
14635,658
14636,675
14637,692
14638,703
14639,715
14640,717
14641,710
14642,720
14643,719
14644,706
14645,717
14646,728
14647,710
14648,681
14649,673
14650,680
14651,680
14652,683
14653,677
14654,665
14655,677
14656,689
14657,670
14658,657
14659,701
14660,678
14661,701
14662,734
14663,717
14664,677
14665,669
14666,664
14667,644
14668,642
14669,660
14670,675
14671,688
14672,705
14673,711
14674,708
14675,691
14676,664
14677,674
14678,693
14679,672
14680,645
14681,651
14682,672
14683,686
14684,684
14685,684
14686,714
14687,731
14688,696
14689,641
14690,642
14691,683
14692,698
14693,678
14694,660
14695,675
14696,668
14697,622
14698,587
14699,601
14700,647
14701,672
14702,662
14703,665
14704,694
14705,690
14706,673
14707,692
14708,713
14709,594
14710,629
14711,691
14712,679
14713,639
14714,644
14715,665
14716,684
14717,697
14718,671
14719,625
14720,626
14721,664
14722,684
14723,662
14724,635
14725,647
14726,695
14727,727
14728,700
14729,677
14730,707
14731,735
14732,730
14733,693
14734,650
14735,652
14736,696
14737,729
14738,712
14739,684
14740,675
14741,670
14742,669
14743,671
14744,657
14745,665
14746,710
14747,706
14748,626
14749,588
14750,614
14751,649
14752,663
14753,640
14754,616
14755,634
14756,654
14757,631
14758,622
14759,649
14760,651
14761,656
14762,649
14763,659
14764,683
14765,691
14766,678
14767,640
14768,626
14769,656
14770,672
14771,661
14772,647
14773,641
14774,659
14775,688
14776,699
14777,690
14778,702
14779,718
14780,708
14781,685
14782,658
14783,646
14784,675
14785,715
14786,722
14787,718
14788,727
14789,732
14790,722
14791,703
14792,674
14793,652
14794,659
14795,673
14796,658
14797,635
14798,647
14799,672
14800,688
14801,691
14802,679
14803,695
14804,719
14805,694
14806,657
14807,660
14808,658
14809,633
14810,624
14811,625
14812,620
14813,631
14814,649
14815,645
14816,645
14817,666
14818,673
14819,671
14820,676
14821,686
14822,692
14823,698
14824,704
14825,694
14826,675
14827,670
14828,686
14829,686
14830,668
14831,655
14832,672
14833,695
14834,679
14835,647
14836,644
14837,665
14838,650
14839,630
14840,638
14841,662
14842,678
14843,660
14844,645
14845,668
14846,679
14847,667
14848,668
14849,676
14850,681
14851,688
14852,705
14853,706
14854,695
14855,697
14856,693
14857,683
14858,687
14859,688
14860,678
14861,670
14862,685
14863,712
14864,706
14865,696
14866,714
14867,705
14868,680
14869,686
14870,672
14871,653
14872,653
14873,642
14874,629
14875,631
14876,636
14877,646
14878,666
14879,686
14880,684
14881,678
14882,678
14883,641
14884,603
14885,636
14886,677
14887,679
14888,659
14889,663
14890,705
14891,726
14892,687
14893,658
14894,686
14895,716
14896,727
14897,724
14898,704
14899,699
14900,700
14901,674
14902,659
14903,699
14904,729
14905,695
14906,662
14907,659
14908,650
14909,676
14910,639
14911,649
14912,674
14913,667
14914,665
14915,705
14916,738
14917,738
14918,699
14919,655
14920,644
14921,666
14922,678
14923,658
14924,654
14925,684
14926,712
14927,692
14928,655
14929,666
14930,698
14931,724
14932,700
14933,622
14934,572
14935,575
14936,584
14937,583
14938,588
14939,610
14940,646
14941,687
14942,690
14943,675
14944,672
14945,683
14946,706
14947,717
14948,702
14949,692
14950,704
14951,709
14952,704
14953,690
14954,676
14955,687
14956,709
14957,703
14958,664
14959,658
14960,683
14961,672
14962,670
14963,713
14964,738
14965,738
14966,715
14967,687
14968,691
14969,698
14970,666
14971,644
14972,665
14973,684
14974,686
14975,689
14976,690
14977,679
14978,672
14979,684
14980,713
14981,730
14982,722
14983,710
14984,716
14985,716
14986,688
14987,665
14988,655
14989,645
14990,639
14991,621
14992,607
14993,633
14994,657
14995,657
14996,647
14997,639
14998,648
14999,667
15000,670
15001,653
15002,649
15003,662
15004,667
15005,678
15006,685
15007,681
15008,685
15009,682
15010,726
15011,722
15012,701
15013,715
15014,737
15015,738
15016,703
15017,678
15018,677
15019,678
15020,684
15021,680
15022,688
15023,711
15024,689
15025,659
15026,677
15027,693
15028,693
15029,694
15030,683
15031,663
15032,650
15033,638
15034,606
15035,587
15036,612
15037,653
15038,667
15039,675
15040,697
15041,694
15042,677
15043,666
15044,662
15045,694
15046,738
15047,729
15048,697
15049,702
15050,707
15051,687
15052,680
15053,702
15054,724
15055,716
15056,694
15057,711
15058,717
15059,684
15060,704
15061,684
15062,673
15063,679
15064,697
15065,722
15066,738
15067,738
15068,720
15069,674
15070,651
15071,647
15072,651
15073,654
15074,654
15075,685
15076,738
15077,738
15078,700
15079,678
15080,700
15081,690
15082,647
15083,639
15084,677
15085,683
15086,638
15087,608
15088,619
15089,647
15090,641
15091,628
15092,676
15093,682
15094,638
15095,645
15096,670
15097,675
15098,688
15099,712
15100,724
15101,712
15102,686
15103,685
15104,706
15105,722
15106,725
15107,726
15108,738
15109,720
15110,702
15111,683
15112,679
15113,669
15114,635
15115,619
15116,633
15117,635
15118,628
15119,637
15120,640
15121,631
15122,618
15123,598
15124,605
15125,625
15126,631
15127,651
15128,674
15129,693
15130,706
15131,703
15132,694
15133,681
15134,673
15135,685
15136,695
15137,696
15138,692
15139,700
15140,701
15141,681
15142,678
15143,675
15144,669
15145,690
15146,708
15147,706
15148,699
15149,687
